id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
368616,11,t," Index 11",37,NULL,1,i_0022.jpg,5063,2,"polling closed next slide responses no notes slide of ii fl show taskbar display settings end slide show upcoming chapter channel date tub 22g thur tues ch bacterial growth development thur ch ch control of microbial growth ch ch fri blackboard quiz spring break",imageBased,NULL,"polling closed next slide responses no notes slide of ii fl show taskbar display settings end slide show upcoming chapter channel date tub 22g thur tues ch bacterial growth development thur ch ch control of microbial growth ch ch fri blackboard quiz spring break"
368617,12,t," Index 12",39,NULL,1,i_0023.jpg,5063,2,"polling closed swap presenter view and slide show next slide date tub 22g thur tues thur fri upcoming chapter slide of no show taskbar end slide show puplicate slide show pm responses ch bacterial growth development ch ch control of microbial growth ch ch blackboard quiz spring break ii",imageBased,NULL,"polling closed swap presenter view and slide show next slide date tub 22g thur tues thur fri upcoming chapter slide of no show taskbar end slide show puplicate slide show pm responses ch bacterial growth development ch ch control of microbial growth ch ch blackboard quiz spring break ii"
368618,13,t," Index 13",41,NULL,1,i_0024.jpg,5063,2,"polling closed next slide date tuiij t11t11j z2g thur tues thur fri upcoming ii chapter p1t orga cii part ch bacterial growth development ch ch control of microbial growth ch ch blackboard quiz otes spring break polling responses cjq slide of tan fr pm",imageBased,NULL,"polling closed next slide date tuiij t11t11j z2g thur tues thur fri upcoming ii chapter p1t orga cii part ch bacterial growth development ch ch control of microbial growth ch ch blackboard quiz otes spring break polling responses cjq slide of tan fr pm"
368619,14,t," Index 14",43,NULL,1,i_0025.jpg,5063,2,"polling closed lt responses channel record ing iii lzz iv ij ci hi",imageBased,NULL,"polling closed lt responses channel record ing iii lzz iv ij ci hi"
368620,15,t," Index 15",45,NULL,1,i_0026.jpg,5063,2,"ml lii relay recording hi",imageBased,NULL,"ml lii relay recording hi"
368621,16,t," Index 16",47,NULL,1,i_0027.jpg,5063,2,"ii tech sth relay tumingpoint exception fic quit",imageBased,NULL,"ii tech sth relay tumingpoint exception fic quit"
368622,17,t," Index 17",49,NULL,1,i_0028.jpg,5063,2,"polling closed responses unknown error channel turningpoint exception details copy details continue ft it 11h1j1 th36 pm",imageBased,NULL,"polling closed responses unknown error channel turningpoint exception details copy details continue ft it 11h1j1 th36 pm"
368623,18,t," Index 18",51,NULL,1,i_0029.jpg,5063,2,"polling closed lt channel responses",imageBased,NULL,"polling closed lt channel responses"
368624,19,t," Index 19",53,NULL,1,i_0030.jpg,5063,8,"turningpoint exception",imageBased,NULL,"turningpoint exception"
368625,20,t," Index 20",61,NULL,1,i_0034.jpg,5063,6,"ci wet point an",imageBased,NULL,"ci wet point an"
368626,21,t," Index 21",67,NULL,1,i_0037.jpg,5063,2,"this pc removable disk desktop recent places downloads homegroup this pc desktop documents downloads music pictures videos windows8os removable diske tchsrnith removable disk drive tools ii powerpoint 2q13 share view manage copy copy path paste moie copy ic delete li new folder properties new name select all select none history lrwert selection sear pm pm pm am date modified fseventsd spotlightv1 turningpoint mac pc il network items item selected",imageBased,NULL,"this pc removable disk desktop recent places downloads homegroup this pc desktop documents downloads music pictures videos windows8os removable diske tchsrnith removable disk drive tools ii powerpoint 2q13 share view manage copy copy path paste moie copy ic delete li new folder properties new name select all select none history lrwert selection sear pm pm pm am date modified fseventsd spotlightv1 turningpoint mac pc il network items item selected"
368627,22,t," Index 22",69,NULL,1,i_0038.jpg,5063,2,"homegroup this pc desktop documents downloads music pictures videos windows8 os removable disk date modified pm 1148am am pm am pm 1148am pm pm turningpoint pc home ii share t0c15 view powerpoint 2q13 copy manage cut copy path paste move to copy delete rename new to folder li properties 1elopen history new select all select none invert selection this pc removable disk tumingpoint pc desktop recent places downloads name sear application backup sessions content gpucache repositories schemes sessions fig network items item selected kb",imageBased,NULL,"homegroup this pc desktop documents downloads music pictures videos windows8 os removable disk date modified pm 1148am am pm am pm 1148am pm pm turningpoint pc home ii share t0c15 view powerpoint 2q13 copy manage cut copy path paste move to copy delete rename new to folder li properties 1elopen history new select all select none invert selection this pc removable disk tumingpoint pc desktop recent places downloads name sear application backup sessions content gpucache repositories schemes sessions fig network items item selected kb"
368628,23,t," Index 23",71,NULL,1,i_0039.jpg,5063,2,"home el copy pate vvi1iuuwsolla tii removable disk date modified pm 1148am 1148am pm am pm 1148am pm pm turningpoint pc share application tools view ci wet point manage cut copy path bebe move copy delete rename toe to new folder properties open history b3 select all select none new invert selection open selec4 sear umingpoint pc ons execonfig as ti network items item selected kb ii",imageBased,NULL,"home el copy pate vvi1iuuwsolla tii removable disk date modified pm 1148am 1148am pm am pm 1148am pm pm turningpoint pc share application tools view ci wet point manage cut copy path bebe move copy delete rename toe to new folder properties open history b3 select all select none new invert selection open selec4 sear umingpoint pc ons execonfig as ti network items item selected kb ii"
368629,24,t," Index 24",73,NULL,1,i_0040.jpg,5063,2,"lb copy home share flcopy path powerpoint 2q13 tlliiisijpoiht manage move copy delete rename new toe toe folder hiew pc properties turningpoint hello richard knapp not richard sign out select all select none invert selection cf sear bate modified pm am am 124201c pm am pm am pm ons execonfig removable disk ru v8 network items item selected kb",imageBased,NULL,"lb copy home share flcopy path powerpoint 2q13 tlliiisijpoiht manage move copy delete rename new toe toe folder hiew pc properties turningpoint hello richard knapp not richard sign out select all select none invert selection cf sear bate modified pm am am 124201c pm am pm am pm ons execonfig removable disk ru v8 network items item selected kb"
368630,25,t," Index 25",75,NULL,1,i_0041.jpg,5063,2,"is powerpoint 2q131 turning point0 turningpoint hello richard knapp not richard sign out 1k iji",imageBased,NULL,"is powerpoint 2q131 turning point0 turningpoint hello richard knapp not richard sign out 1k iji"
368631,26,t," Index 26",77,NULL,1,i_0042.jpg,5063,2,"th ij po wet point 2q13 el",imageBased,NULL,"th ij po wet point 2q13 el"
368632,27,t," Index 27",79,NULL,1,i_0043.jpg,5063,2,"tumingpoint dashboard 9sp067 2b1013332elemenlary zu tiwui soz introouciion to b101091 ih a1q1 rifli vir 2019sp10288b10l3332elementarymicrobioloi polling courses li anonymous il richard knapp feedback iii content is",imageBased,NULL,"tumingpoint dashboard 9sp067 2b1013332elemenlary zu tiwui soz introouciion to b101091 ih a1q1 rifli vir 2019sp10288b10l3332elementarymicrobioloi polling courses li anonymous il richard knapp feedback iii content is"
368633,28,t," Index 28",81,NULL,1,i_0044.jpg,5063,4,"it tkch powerpoint iyrt th stuff as sri n1",imageBased,NULL,"it tkch powerpoint iyrt th stuff as sri n1"
368634,29,t," Index 29",85,NULL,1,i_0046.jpg,5063,2,"powngcr cm cm pm dynamics of bacterial growth labcuftured bactena grow in length starting with cells if bacterial type doubles every hours what will be the population size after hours if it doubles every minutes starting with cells if bacterial type doubles every hours what will be the population size after hours if it doubles every minutes home insert design paste format painter new slide layout section animations slide show clipboard slides lecture powerpoint review view acrobat thxi dii on texi to smartan pcamg schedule next weeks font paragraph drawing date chapter unit materiaj in rr f1 rtl4 ri r14 arrange quick styles summary thut ch bacterial growth development responses flues cii ch control of microbial growth thur ch5ch2z sounxs al carbon rnjtrnional whkh medium would chemoautotroph growon annel ii pw fri blackboard quiz spffiiiigbreak3i1 defined culture medium for leuconostoc mrsenteroides medium medium medium mediuma medium medium mediuma medium medium dmedia which medium would lithotroph grow on which medium would heterotroph grow on bacterial growth media macro micronutrients are combined lip to forin growth mediwn the sources ii of nutrients defines the type of medium complex media possesses many pie formed nutrients cells can readily assimilate imp ep uplqmmi liq nutrients by cl 10mm sowre caseln soy protein im yeast extract beet extract prowde vitarnrns gmwth factars ew oefmed synthetk minimal mediw chemical composition is known cells must synthesize all required molecules mpio hip mp ca aoma iaa ii irn is ciutionandenegy enrichment culture abcs what would growon this li0po i14p0 cia add rlrnint li 14p lop i4mi lap id mml ii mid hint aim p5 e4 selective andor differential media summary it sn rii",imageBased,NULL,"powngcr cm cm pm dynamics of bacterial growth labcuftured bactena grow in length starting with cells if bacterial type doubles every hours what will be the population size after hours if it doubles every minutes starting with cells if bacterial type doubles every hours what will be the population size after hours if it doubles every minutes home insert design paste format painter new slide layout section animations slide show clipboard slides lecture powerpoint review view acrobat thxi dii on texi to smartan pcamg schedule next weeks font paragraph drawing date chapter unit materiaj in rr f1 rtl4 ri r14 arrange quick styles summary thut ch bacterial growth development responses flues cii ch control of microbial growth thur ch5ch2z sounxs al carbon rnjtrnional whkh medium would chemoautotroph growon annel ii pw fri blackboard quiz spffiiiigbreak3i1 defined culture medium for leuconostoc mrsenteroides medium medium medium mediuma medium medium mediuma medium medium dmedia which medium would lithotroph grow on which medium would heterotroph grow on bacterial growth media macro micronutrients are combined lip to forin growth mediwn the sources ii of nutrients defines the type of medium complex media possesses many pie formed nutrients cells can readily assimilate imp ep uplqmmi liq nutrients by cl 10mm sowre caseln soy protein im yeast extract beet extract prowde vitarnrns gmwth factars ew oefmed synthetk minimal mediw chemical composition is known cells must synthesize all required molecules mpio hip mp ca aoma iaa ii irn is ciutionandenegy enrichment culture abcs what would growon this li0po i14p0 cia add rlrnint li 14p lop i4mi lap id mml ii mid hint aim p5 e4 selective andor differential media summary it sn rii"
368635,30,t," Index 30",87,NULL,1,i_0047.jpg,5063,2,"show taskbar on qr slide of no display stirjngs swap presenter view and slide show oooii end slide show puplicate show pm next slide responses channel ij gz sw aid pm 2zrni",imageBased,NULL,"show taskbar on qr slide of no display stirjngs swap presenter view and slide show oooii end slide show puplicate show pm next slide responses channel ij gz sw aid pm 2zrni"
368636,31,t," Index 31",89,NULL,1,i_0048.jpg,5063,4,"polling closed irlttll",imageBased,NULL,"polling closed irlttll"
368637,32,t," Index 32",93,NULL,1,i_0050.jpg,5063,2,"lecture powerpoint taiv ivnj",imageBased,NULL,"lecture powerpoint taiv ivnj"
368638,33,t," Index 33",95,NULL,1,i_0051.jpg,5063,2,"fe rvnj",imageBased,NULL,"fe rvnj"
368639,34,t," Index 34",97,NULL,1,i_0052.jpg,5063,4,"recording oo02o5 r111111j desftilo",imageBased,NULL,"recording oo02o5 r111111j desftilo"
368640,35,t," Index 35",101,NULL,1,i_0054.jpg,5063,36,"ocr running error",imageBased,NULL,"ocr running error"
368641,36,t," Index 36",137,NULL,1,i_0072.jpg,5063,128,"upcoming schedule next weeks chapter hj it thur ch bacterial growth development tues ch ch control of microbial growth thur ch ch fri blackboard quiz3 spring break date 1l unjt material ii if jr ww",imageBased,NULL,"upcoming schedule next weeks chapter hj it thur ch bacterial growth development tues ch ch control of microbial growth thur ch ch fri blackboard quiz3 spring break date 1l unjt material ii if jr ww"
368642,37,i," Index 37",265,NULL,2,i_0136.jpg,5063,78,"summary bacterial growth requirements sources of carbon energy electrons nutritional types chemophoto heteroauto litho growth media culturing bacteria",imageBased,NULL,"summary bacterial growth requirements sources of carbon energy electrons nutritional types chemophoto heteroauto litho growth media culturing bacteria"
368643,38,t," Index 38",343,NULL,2,i_0175.jpg,5063,124,"summary bacterial growth requirements sources of carbon energy electrons nutritional types chemophoto heteroauto litho growth media culturing bacteria categorize growth types based on sources of carbon energy electrons heteroauto lphotochemoj chemoheterotroph photoautotroph chemolithotroph chemoautotroph photoheterotroph",imageBased,NULL,"summary bacterial growth requirements sources of carbon energy electrons nutritional types chemophoto heteroauto litho growth media culturing bacteria categorize growth types based on sources of carbon energy electrons heteroauto lphotochemoj chemoheterotroph photoautotroph chemolithotroph chemoautotroph photoheterotroph"
368644,39,i," Index 39",467,NULL,3,i_0237.jpg,5063,6,"ingredients per liter luria bertani bacto tryptonea log bacto yeast extract 5g naci log ph7 ii m9 medium defined glucose 2og na2hpo4 mm kh2po4 3og22mm nh4ci mm naci 05g9mm mgso4 mm caci mm ph7 ppp pma sulfur oxidizers defined nh4ci 052g kh2po4 mgso47ho o25g caci o07g elemental sulfur co ph3",imageBased,NULL,"ingredients per liter luria bertani bacto tryptonea log bacto yeast extract 5g naci log ph7 ii m9 medium defined glucose 2og na2hpo4 mm kh2po4 3og22mm nh4ci mm naci 05g9mm mgso4 mm caci mm ph7 ppp pma sulfur oxidizers defined nh4ci 052g kh2po4 mgso47ho o25g caci o07g elemental sulfur co ph3"
368645,40,t," Index 40",473,NULL,3,i_0240.jpg,5063,2,"tiv ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 ii m9 medium defined glucose na2h p04 kh2po4 nh4ci naci mm mm mm mm 20mm mm mgso4 caci ph7 pp is 143pm log 5g log ii sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur co",imageBased,NULL,"tiv ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 ii m9 medium defined glucose na2h p04 kh2po4 nh4ci naci mm mm mm mm 20mm mm mgso4 caci ph7 pp is 143pm log 5g log ii sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur co"
368646,41,t," Index 41",475,NULL,3,i_0241.jpg,5063,2,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci 2og mm mm mm mm 20mm mm caci ph7 pima sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur polling closed log sg log ph7 m9 medium defined glucose nah p04 khp04 nh4ci naci mgso4 responses channel tiv co o52g o28g o25g o07g 156g",imageBased,NULL,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci 2og mm mm mm mm 20mm mm caci ph7 pima sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur polling closed log sg log ph7 m9 medium defined glucose nah p04 khp04 nh4ci naci mgso4 responses channel tiv co o52g o28g o25g o07g 156g"
368647,42,t," Index 42",477,NULL,3,i_0242.jpg,5063,2,"polling closed ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 m9 medium defined 2og mm mm mm mm 20mm mm caci ph7 pima sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur log sg log glucose nah p04 khp04 nh4ci naci mgso4 channel jv ii co o52g o28g o25g o07g 156g",imageBased,NULL,"polling closed ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 m9 medium defined 2og mm mm mm mm 20mm mm caci ph7 pima sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur log sg log glucose nah p04 khp04 nh4ci naci mgso4 channel jv ii co o52g o28g o25g o07g 156g"
368648,43,t," Index 43",479,NULL,3,i_0243.jpg,5063,2,"polling closed ingredients per liter 2og mm mm mm mm 20mm mm caci ph7 ppp epep pp pg sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur co1 ph3 channel luria bertani complex bacto tryptonea log bacto yeast extract sg nacl log ph7 m9 medium defined glucose nah p04 khp04 nh4ci naci mgso4 o52g o28g o25g o07g 156g",imageBased,NULL,"polling closed ingredients per liter 2og mm mm mm mm 20mm mm caci ph7 ppp epep pp pg sulfur oxidizers defined nh4ci kh2po4 mgso47ho caci elemental sulfur co1 ph3 channel luria bertani complex bacto tryptonea log bacto yeast extract sg nacl log ph7 m9 medium defined glucose nah p04 khp04 nh4ci naci mgso4 o52g o28g o25g o07g 156g"
368649,44,t," Index 44",481,NULL,3,i_0244.jpg,5063,2,"polling closed 2og mm mm mm mm 20mm caci mm ph7 pima sulfur oxidizers defined nh4ci khp04 mgso47ho cacl elemental sulfur co1 ph3 which me chemoaut on responses 0111k channel ingredients per liter luria bertani complex bacto tryptonea log bacto yeast extract sg naci log ph7 m9 medium defined glucose nah p04 khp04 nh4ci naci mgso4 o52g o28g 156g",imageBased,NULL,"polling closed 2og mm mm mm mm 20mm caci mm ph7 pima sulfur oxidizers defined nh4ci khp04 mgso47ho cacl elemental sulfur co1 ph3 which me chemoaut on responses 0111k channel ingredients per liter luria bertani complex bacto tryptonea log bacto yeast extract sg naci log ph7 m9 medium defined glucose nah p04 khp04 nh4ci naci mgso4 o52g o28g 156g"
368650,45,t," Index 45",483,NULL,3,i_0245.jpg,5063,20,"ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 m9 medium defined 2og mm mm mm mm 20mm caci mm ph7 pp pima sulfur oxidizers defined nh4ci khp04 mgso47ho caci elemental sulfur which medium would medium medium medium log 5g log chemoautotroph grow on polling closed glucose nah p04 khp04 nh4ci naci mgso4 responses channel co",imageBased,NULL,"ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 m9 medium defined 2og mm mm mm mm 20mm caci mm ph7 pp pima sulfur oxidizers defined nh4ci khp04 mgso47ho caci elemental sulfur which medium would medium medium medium log 5g log chemoautotroph grow on polling closed glucose nah p04 khp04 nh4ci naci mgso4 responses channel co"
368651,46,t," Index 46",503,NULL,3,i_0255.jpg,5063,2,"bacto yeast naci ph7 medium medium m9 medium polling closed responses channel glucose na2hpo4 kh2po4 nh4ci naci mgso4 caci2 ph7",imageBased,NULL,"bacto yeast naci ph7 medium medium m9 medium polling closed responses channel glucose na2hpo4 kh2po4 nh4ci naci mgso4 caci2 ph7"
368652,47,t," Index 47",505,NULL,3,i_0256.jpg,5063,2,"otroph medium medium medium polling closed responses luria bertani bacto tryptone1 bacto yeast extract naci ph7 m9 medium defined glucose na2h p04 kh2po4 nh4ci naci mgso4 caci ph7 sulfur oxidizers define nh4ci channel",imageBased,NULL,"otroph medium medium medium polling closed responses luria bertani bacto tryptone1 bacto yeast extract naci ph7 m9 medium defined glucose na2h p04 kh2po4 nh4ci naci mgso4 caci ph7 sulfur oxidizers define nh4ci channel"
368653,48,t," Index 48",507,NULL,3,i_0257.jpg,5063,6,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci log ph7 si 2og 3og2 1ogv mg504 20mm caci mm ph7 aim aea sulfur oxidizers defined nh4ci khp04 mgso4 7ho caci elemental sulfur co2 which medium would chemoautotroph grow on medium medium medium log 5g polling closed m9 medium defined glucose nahpo4 khp04 nh4ci naci responses channel 052g o28g 025g o07g 156g",imageBased,NULL,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci log ph7 si 2og 3og2 1ogv mg504 20mm caci mm ph7 aim aea sulfur oxidizers defined nh4ci khp04 mgso4 7ho caci elemental sulfur co2 which medium would chemoautotroph grow on medium medium medium log 5g polling closed m9 medium defined glucose nahpo4 khp04 nh4ci naci responses channel 052g o28g 025g o07g 156g"
368654,49,t," Index 49",513,NULL,3,i_0260.jpg,5063,2,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract nag ph7 2og 6og 3og 0sg9i 20mm mm kh2po4 nh4ci naci mg504 caci ph7 which medium would chemoautotroph medium growon medium medium m9 medium defined glucose nahpo4 responses channel sulfur oxidizers defined nh4ci khp04 mgso47ho caci o52g o28g o25g o07g",imageBased,NULL,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract nag ph7 2og 6og 3og 0sg9i 20mm mm kh2po4 nh4ci naci mg504 caci ph7 which medium would chemoautotroph medium growon medium medium m9 medium defined glucose nahpo4 responses channel sulfur oxidizers defined nh4ci khp04 mgso47ho caci o52g o28g o25g o07g"
368655,50,t," Index 50",515,NULL,3,i_0261.jpg,5063,8,"luria bertani complex bacto tryptone1 bacto yeast extract nag log ph7 2og 6og 3og 0sg9i 20mm mm kh2po4 nh4ci naci mg504 caci ph7 which medium would chemoautotroph grow on ingredients per liter medium medium medium log 5g m9 medium defined glucose nahpo4 responses channel sulfur oxidizers defined nh4ci khp04 mgso47ho cacl elemental sulfur co2 o52g o28g o25g 007g 156g",imageBased,NULL,"luria bertani complex bacto tryptone1 bacto yeast extract nag log ph7 2og 6og 3og 0sg9i 20mm mm kh2po4 nh4ci naci mg504 caci ph7 which medium would chemoautotroph grow on ingredients per liter medium medium medium log 5g m9 medium defined glucose nahpo4 responses channel sulfur oxidizers defined nh4ci khp04 mgso47ho cacl elemental sulfur co2 o52g o28g o25g 007g 156g"
368656,51,t," Index 51",523,NULL,3,i_0265.jpg,5063,2,"ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 iiiii m9 medium defined 2og mm mm mm mm 20mm caci mm ph7 0o sulfur oxidizers defined nh4ci 052g kh2po4 mgso47h20 caci elemental sulfur co2 ph3 which medium would chemoautotroph medium grow on medium medium log 5g log multiple choice glucose nahpo4 khp04 nh4ci nacl mgso4 fla responses li ci channel o25g o07g 156g",imageBased,NULL,"ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 iiiii m9 medium defined 2og mm mm mm mm 20mm caci mm ph7 0o sulfur oxidizers defined nh4ci 052g kh2po4 mgso47h20 caci elemental sulfur co2 ph3 which medium would chemoautotroph medium grow on medium medium log 5g log multiple choice glucose nahpo4 khp04 nh4ci nacl mgso4 fla responses li ci channel o25g o07g 156g"
368657,52,t," Index 52",525,NULL,3,i_0266.jpg,5063,32,"medium medium medium xi responses ci ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci ph7 m9 medium defined glucose nahpo4 kh2po4 nh4ci naci mm mm mm mm 20mm mm mgso4 caci ph7 aa ma asi which medium would chemoautotroph growon log 5g log multiple choice fla channel sulfur oxidizers defined nh4ci kh2po4 mgso4 7h20 caci elemental sulfur co2 ph3",imageBased,NULL,"medium medium medium xi responses ci ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci ph7 m9 medium defined glucose nahpo4 kh2po4 nh4ci naci mm mm mm mm 20mm mm mgso4 caci ph7 aa ma asi which medium would chemoautotroph growon log 5g log multiple choice fla channel sulfur oxidizers defined nh4ci kh2po4 mgso4 7h20 caci elemental sulfur co2 ph3"
368658,53,t," Index 53",557,NULL,3,i_0282.jpg,5063,2,"which medium would chemoautotroph responses lt ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 m9 medium defined 2og mm mm mm mm 20mm mm caci ph7 pp sulfur oxidizers defined caci elemental sulfur co2 ph3 grow on medium medium medium log 5g log multiple choice glucose nah p04 khp04 nh4ci naci mgso4 xi fla kvl2po4 mgso47ho 156g",imageBased,NULL,"which medium would chemoautotroph responses lt ingredients per liter luria bertani complex bacto tryptonea bacto yeast extract naci ph7 m9 medium defined 2og mm mm mm mm 20mm mm caci ph7 pp sulfur oxidizers defined caci elemental sulfur co2 ph3 grow on medium medium medium log 5g log multiple choice glucose nah p04 khp04 nh4ci naci mgso4 xi fla kvl2po4 mgso47ho 156g"
368659,54,t," Index 54",559,NULL,3,i_0283.jpg,5063,2,"which medium would chemoautotroph ingredients per liter luria bertani complex bacto tryptonea medium bacto yeast extract naci medium ph7 m9 medium defined grow on medium log 5g log multiple choice xi glucose na2h p04 kh2po4 nh4ci naci timer fla 2og mm mm log mm mm 20mm responses channel ii ii p3",imageBased,NULL,"which medium would chemoautotroph ingredients per liter luria bertani complex bacto tryptonea medium bacto yeast extract naci medium ph7 m9 medium defined grow on medium log 5g log multiple choice xi glucose na2h p04 kh2po4 nh4ci naci timer fla 2og mm mm log mm mm 20mm responses channel ii ii p3"
368660,55,t," Index 55",561,NULL,3,i_0284.jpg,5063,2,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci 2og mm mm mm mm 20mm mm cacl ph7 flessn sulfur oxidizers defined mgso4 7h20 cacl elemental sulfur which medium would chemoautotroph growon medium medium medium log sg log ph7 m9 medium defined multiple choice glucose na2h p04 kh2po4 nh4ci naci mgso4 responses b1 a0 nh4ci kh2po4 tens o25g o07g 156g",imageBased,NULL,"ingredients per liter luria bertani complex bacto tryptone1 bacto yeast extract naci 2og mm mm mm mm 20mm mm cacl ph7 flessn sulfur oxidizers defined mgso4 7h20 cacl elemental sulfur which medium would chemoautotroph growon medium medium medium log sg log ph7 m9 medium defined multiple choice glucose na2h p04 kh2po4 nh4ci naci mgso4 responses b1 a0 nh4ci kh2po4 tens o25g o07g 156g"
