Word, Fontsize, FontFamily, FontFaceStyle, Left, Top, Right, Bottom, RecognitionConfidence, Id, LineId, RegionId, ImageFile 
skin,9,Helvetica,r,114,512,137,520,164,76,0,13,i_0234.jpg 
lungs,9,Helvetica,r,251,511,280,520,151,77,0,13,i_0234.jpg 
skin,9,Helvetica,b,283,511,306,520,38,78,0,13,i_0234.jpg 
Gain,21,HelveticaCentury,b,488,523,537,541,200,80,0,14,i_0234.jpg 
intake,21,HelveticaCentury,b,568,522,635,541,208,82,0,14,i_0234.jpg 
via,21,HelveticaCentury,b,645,522,682,546,206,83,0,14,i_0234.jpg 
food,21,HelveticaCentury,b,691,522,741,541,212,84,0,14,i_0234.jpg 
and,21,HelveticaCentury,b,751,522,791,541,212,85,0,14,i_0234.jpg 
drink,21,HelveticaCentury,b,801,522,865,546,208,86,0,14,i_0234.jpg 
as,21,HelveticaCentury,b,875,528,897,541,213,87,0,14,i_0234.jpg 
well,21,HelveticaCentury,b,906,522,950,541,211,88,0,14,i_0234.jpg 
as,21,HelveticaCentury,b,488,555,510,568,212,89,0,15,i_0234.jpg 
materials,21,HelveticaCentury,b,520,549,623,568,208,90,0,15,i_0234.jpg 
produced,21,HelveticaCentury,b,633,549,739,573,212,91,0,15,i_0234.jpg 
Loss,21,HelveticaCentury,b,489,584,534,602,207,95,0,17,i_0234.jpg 
usually,21,HelveticaCentury,b,564,583,642,607,212,97,0,17,i_0234.jpg 
accomplished,21,HelveticaCentury,b,650,583,805,607,210,98,0,17,i_0234.jpg 
through,21,HelveticaCentury,b,814,583,903,607,212,99,0,17,i_0234.jpg 
excretion,21,HelveticaCentury,b,488,612,591,629,210,100,0,18,i_0234.jpg 
think,21,HelveticaCentury,b,601,610,666,634,207,101,0,18,i_0234.jpg 
urine,21,HelveticaCentury,b,675,612,739,633,202,102,0,18,i_0234.jpg 
feces,21,HelveticaCentury,b,748,610,812,633,205,103,0,18,i_0234.jpg 
exhaling,21,HelveticaCentury,b,822,610,921,634,207,104,0,18,i_0234.jpg 
sweating,21,HelveticaCentury,b,488,638,596,662,207,105,0,19,i_0234.jpg 
but,21,HelveticaCentury,b,606,638,642,657,214,106,0,19,i_0234.jpg 
also,21,HelveticaCentury,b,651,638,695,657,212,107,0,19,i_0234.jpg 
through,21,HelveticaCentury,b,703,638,792,662,212,108,0,19,i_0234.jpg 
metabolism,21,HelveticaCentury,b,803,638,934,657,210,109,0,19,i_0234.jpg 
catabolic,21,HelveticaCentury,b,488,665,597,689,208,110,0,20,i_0234.jpg 
activity,21,HelveticaCentury,b,606,666,687,689,210,111,0,20,i_0234.jpg 
to,21,HelveticaCentury,b,695,668,717,684,212,112,0,20,i_0234.jpg 
break,21,HelveticaCentury,b,727,665,789,684,212,113,0,20,i_0234.jpg 
down,21,HelveticaCentury,b,797,665,859,684,212,114,0,20,i_0234.jpg 
anabolic,21,HelveticaCentury,b,488,692,582,711,148,118,0,21,i_0234.jpg 
to,21,HelveticaCentury,b,590,695,613,711,214,119,0,21,i_0234.jpg 
make,21,HelveticaCentury,b,622,692,681,711,212,120,0,21,i_0234.jpg 
something,21,HelveticaCentury,b,690,692,810,716,210,121,0,21,i_0234.jpg 
new,21,HelveticaCentury,b,819,692,873,716,210,122,0,21,i_0234.jpg 
bode,9,Helvetica,r,139,717,161,726,35,123,0,22,i_0234.jpg 
removal,9,Helvetica,r,290,721,327,728,166,125,0,22,i_0234.jpg 
The,32,HelveticaCentury,b,91,39,173,79,212,0,0,0,i_0363.jpg 
three,32,HelveticaCentury,b,189,39,310,79,212,1,0,0,i_0363.jpg 
fluid,32,HelveticaCentury,b,327,38,424,79,211,2,0,0,i_0363.jpg 
compartments,32,HelveticaCentury,b,443,45,777,89,212,3,0,0,i_0363.jpg 
of,32,HelveticaCentury,b,794,38,839,79,214,4,0,0,i_0363.jpg 
the,32,HelveticaCentury,b,853,39,926,79,214,5,0,0,i_0363.jpg 
body,32,HelveticaCentury,b,456,107,566,157,208,6,1,1,i_0363.jpg 
Body,20,HelveticaCentury,b,594,184,649,208,210,7,2,2,i_0363.jpg 
can,20,HelveticaCentury,b,657,190,694,203,210,8,2,2,i_0363.jpg 
be,20,HelveticaCentury,b,704,184,730,203,211,9,2,2,i_0363.jpg 
divided,20,HelveticaCentury,b,739,184,821,203,210,10,2,2,i_0363.jpg 
into,20,HelveticaCentury,b,831,186,873,203,210,11,2,2,i_0363.jpg 
two,20,HelveticaCentury,b,881,187,924,203,211,12,2,2,i_0363.jpg 
niM,6,Helvetica,r,105,406,119,411,38,14,3,3,i_0363.jpg 
44mM,6,Helvetica,r,90,415,116,421,33,17,3,4,i_0363.jpg 
mM,6,Helvetica,r,96,435,110,440,24,21,3,6,i_0363.jpg 
that,20,HelveticaCentury,b,637,296,678,314,211,23,4,8,i_0363.jpg 
is,20,HelveticaCentury,b,686,298,699,314,195,24,4,8,i_0363.jpg 
found,20,HelveticaCentury,b,707,296,766,314,210,25,4,8,i_0363.jpg 
inside,20,HelveticaCentury,b,775,296,833,314,194,26,4,8,i_0363.jpg 
the,20,HelveticaCentury,b,840,296,874,314,211,27,4,8,i_0363.jpg 
cells,20,HelveticaCentury,b,882,296,925,314,210,28,4,8,i_0363.jpg 
ECF,19,Helvetica,b,638,328,673,344,119,30,4,9,i_0363.jpg 
extracellular,19,Helvetica,b,681,326,818,349,112,31,4,9,i_0363.jpg 
fluid,19,Helvetica,b,825,326,879,349,206,32,4,9,i_0363.jpg 
fluid,20,HelveticaCentury,b,905,326,949,344,193,34,4,9,i_0363.jpg 
that,20,HelveticaCentury,b,637,352,678,369,211,35,4,10,i_0363.jpg 
is,20,HelveticaCentury,b,686,352,699,369,208,36,4,10,i_0363.jpg 
found,20,HelveticaCentury,b,707,352,766,369,210,37,4,10,i_0363.jpg 
outside,20,HelveticaCentury,b,774,352,849,369,210,38,4,10,i_0363.jpg 
the,20,HelveticaCentury,b,857,352,890,369,213,39,4,10,i_0363.jpg 
cells,20,HelveticaCentury,b,898,352,941,369,185,40,4,10,i_0363.jpg 
Compartments,20,HelveticaCentury,b,593,384,763,407,206,42,4,11,i_0363.jpg 
are,20,HelveticaCentury,b,772,389,806,402,210,43,4,11,i_0363.jpg 
separated,20,HelveticaCentury,b,816,383,927,407,210,44,4,11,i_0363.jpg 
by,20,HelveticaCentury,b,593,410,618,434,211,45,4,12,i_0363.jpg 
barrier,20,HelveticaCentury,b,648,410,724,429,210,47,4,12,i_0363.jpg 
plasma,20,HelveticaCentury,b,753,410,832,434,204,49,4,12,i_0363.jpg 
membrane,20,HelveticaCentury,b,593,437,717,456,205,50,4,13,i_0363.jpg 
qQii,6,Helvetica,r,475,558,498,564,27,56,5,16,i_0363.jpg 
IIa1,9,Times,r,237,279,261,287,48,58,7,18,i_0363.jpg 
Wi,6,Helvetica,r,244,288,255,297,23,60,7,19,i_0363.jpg 
lCq,9,Times,r,240,299,261,307,27,62,7,20,i_0363.jpg 
ii,6,Helvetica,r,82,366,92,372,24,68,8,24,i_0363.jpg 
lmActlLulAr4,9,Helvetica,r,424,384,489,390,26,70,9,26,i_0363.jpg 
IU11t2,6,Helvetica,r,446,393,469,400,22,71,9,27,i_0363.jpg 
primary,20,HelveticaCentury,b,593,214,681,236,211,72,10,28,i_0363.jpg 
compartments,20,HelveticaCentury,b,690,215,864,236,204,73,10,28,i_0363.jpg 
cells,20,HelveticaCentury,b,873,212,921,231,211,74,10,28,i_0363.jpg 
fluid,20,HelveticaCentury,b,592,239,641,258,206,76,10,29,i_0363.jpg 
ICF,19,Helvetica,b,638,273,667,289,66,78,10,30,i_0363.jpg 
intracellular,19,Helvetica,b,676,271,809,294,171,79,10,30,i_0363.jpg 
fluid,19,Helvetica,b,815,271,869,294,208,80,10,30,i_0363.jpg 
fluid,20,HelveticaCentury,b,895,271,939,289,202,82,10,30,i_0363.jpg 
pci,8,Helvetica,r,240,528,260,536,37,83,11,31,i_0363.jpg 
Gil,6,Helvetica,r,238,537,259,546,32,84,11,32,i_0363.jpg 
ECF,20,HelveticaCentury,b,594,472,631,490,143,93,13,35,i_0363.jpg 
is,20,HelveticaCentury,b,641,472,656,490,210,94,13,35,i_0363.jpg 
further,20,HelveticaCentury,b,664,471,745,490,210,95,13,35,i_0363.jpg 
divided,20,HelveticaCentury,b,753,471,835,490,210,96,13,35,i_0363.jpg 
by,20,HelveticaCentury,b,845,471,870,495,213,97,13,35,i_0363.jpg 
wall,20,HelveticaCentury,b,593,499,660,519,184,99,13,36,i_0363.jpg 
of,20,HelveticaCentury,b,670,499,692,518,213,100,13,36,i_0363.jpg 
cells,20,HelveticaCentury,b,700,499,747,518,212,101,13,36,i_0363.jpg 
that,20,HelveticaCentury,b,756,499,801,518,213,102,13,36,i_0363.jpg 
