Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,RegionId,LineId,imageFile
or,14,Helvetica,r,296,399,309,408,210,28,3,8,i_0007.jpg 
type,14,Helvetica,r,314,397,343,411,210,29,3,8,i_0007.jpg 
URL,14,Helvetica,r,349,396,380,408,198,30,3,8,i_0007.jpg 
Top,11,Helvetica,r,201,497,220,508,206,32,3,9,i_0007.jpg 
Hat,11,Helvetica,r,225,497,242,506,210,33,3,9,i_0007.jpg 
Go,70,HelveticaCentury,b,368,264,483,330,210,34,4,10,i_0007.jpg 
University,11,Helvetica,r,372,497,423,508,195,35,4,11,i_0007.jpg 
of,11,Helvetica,r,428,497,438,506,209,36,4,11,i_0007.jpg 
Houston,11,Helvetica,r,441,497,484,506,180,37,4,11,i_0007.jpg 
gle,70,HelveticaCentury,b,535,264,637,350,71,38,5,12,i_0007.jpg 
Chrome,11,Helvetica,r,542,497,583,506,204,39,5,13,i_0007.jpg 
Web,11,Helvetica,r,588,497,611,506,210,40,5,13,i_0007.jpg 
Store,11,Helvetica,r,616,497,643,506,210,41,5,13,i_0007.jpg 
ic,14,TimesCentury,r,939,735,949,744,68,47,6,16,i_0007.jpg 
iil,11,Helvetica,r,858,743,872,753,29,48,6,17,i_0007.jpg 
07AM0,11,Helvetica,r,954,735,988,744,124,53,8,19,i_0007.jpg 
top,11,Helvetica,r,122,76,143,88,200,6,2,3,i_0008.jpg 
apPtophatcome9699g8,11,Helvetica,r,123,100,284,119,32,9,2,4,i_0008.jpg 
Top,11,Helvetica,r,299,100,324,113,210,11,2,4,i_0008.jpg 
Hat,11,Helvetica,r,330,100,350,110,207,12,2,4,i_0008.jpg 
apptophatcom,11,Helvetica,r,123,125,220,138,72,13,2,5,i_0008.jpg 
Top,11,Helvetica,b,235,125,260,138,209,15,2,5,i_0008.jpg 
tophat,11,Helvetica,r,123,150,165,163,186,18,2,6,i_0008.jpg 
Google,11,Helvetica,r,180,150,224,163,106,20,2,6,i_0008.jpg 
Search,11,Helvetica,r,229,150,268,160,209,21,2,6,i_0008.jpg 
topgolf,11,Helvetica,r,123,176,170,188,28,23,2,7,i_0008.jpg 
top,11,Helvetica,r,123,201,143,213,209,25,2,8,i_0008.jpg 
gun,11,Helvetica,r,148,203,172,213,208,26,2,8,i_0008.jpg 
Go,70,HelveticaCentury,b,368,264,483,330,210,27,3,9,i_0008.jpg 
gle,70,HelveticaCentury,b,535,264,637,350,71,28,4,10,i_0008.jpg 
Search,14,Helvetica,r,185,396,233,408,210,29,5,11,i_0008.jpg 
Google,14,Helvetica,r,240,396,289,411,126,30,5,11,i_0008.jpg 
or,14,Helvetica,r,296,399,309,408,210,31,5,11,i_0008.jpg 
type,14,Helvetica,r,314,397,343,411,210,32,5,11,i_0008.jpg 
URL,14,Helvetica,r,349,396,380,408,198,33,5,11,i_0008.jpg 
Top,11,Helvetica,r,201,497,220,508,206,35,5,12,i_0008.jpg 
Hat,11,Helvetica,r,225,497,242,506,210,36,5,12,i_0008.jpg 
University,11,Helvetica,r,372,497,423,508,195,37,6,13,i_0008.jpg 
of,11,Helvetica,r,428,497,438,506,210,38,6,13,i_0008.jpg 
Houston,11,Helvetica,r,441,497,484,506,180,39,6,13,i_0008.jpg 
Chrome,11,Helvetica,r,542,497,583,506,209,40,7,14,i_0008.jpg 
Web,11,Helvetica,r,588,497,611,506,210,41,7,14,i_0008.jpg 
Store,11,Helvetica,r,616,497,643,506,210,42,7,14,i_0008.jpg 
ic,14,TimesCentury,r,939,735,949,744,68,49,8,17,i_0008.jpg 
iiI,11,Helvetica,b,858,743,872,753,31,50,8,18,i_0008.jpg 
New,11,Helvetica,r,20,9,43,18,210,54,9,19,i_0008.jpg 
Tab,11,Helvetica,r,47,9,65,18,210,55,9,19,i_0008.jpg 
07AM0,11,Helvetica,b,954,735,988,744,124,58,12,22,i_0008.jpg 
TopHat,11,Helvetica,r,41,9,83,21,77,0,0,0,i_0009.jpg 
Secure,11,Helvetica,r,123,41,163,51,227,5,0,1,i_0009.jpg 
httpsapptophatcome969008,11,Helvetica,r,183,41,388,54,20,6,0,1,i_0009.jpg 
LflI,40,HelveticaCentury,r,117,728,184,766,199,9,0,2,i_0009.jpg 
lb,40,HelveticaCentury,r,240,728,266,766,216,11,0,2,i_0009.jpg 
1h07,11,Helvetica,r,939,735,966,744,48,12,1,3,i_0009.jpg 
AM,11,Helvetica,r,969,735,988,744,224,13,1,3,i_0009.jpg 
iil,9,Helvetica,b,858,743,872,753,19,14,1,4,i_0009.jpg 
Top,10,Helvetica,r,41,9,61,21,208,1,0,0,i_0011.jpg 
Hat,10,Helvetica,r,66,9,83,18,209,2,0,0,i_0011.jpg 
Secure,10,Helvetica,r,123,41,163,51,195,4,0,1,i_0011.jpg 
httpsapptopnatcom,10,Helvetica,r,183,41,324,54,33,5,0,1,i_0011.jpg 
GEOL,13,Helvetica,b,62,86,103,98,171,7,1,2,i_0011.jpg 
Join,10,Helvetica,r,61,107,86,117,209,9,1,3,i_0011.jpg 
Code,10,Helvetica,r,90,107,122,117,201,10,1,3,i_0011.jpg 
CONTENT,10,Helvetica,r,61,155,119,164,201,14,3,5,i_0011.jpg 
Create,10,Helvetica,r,34,217,72,226,198,16,3,7,i_0011.jpg 
GRADEBOOK,10,Times,r,149,155,224,164,149,17,4,8,i_0011.jpg 
STUDENTS,10,Helvetica,r,254,155,317,164,210,18,5,9,i_0011.jpg 
MARKETPLACE,10,Helvetica,r,348,155,433,164,204,19,5,9,i_0011.jpg 
Steeping,14,Helvetica,r,436,516,501,532,198,21,7,11,i_0011.jpg 
some,14,Helvetica,r,506,519,546,528,209,22,7,11,i_0011.jpg 
iiI,10,Helvetica,r,858,743,872,753,31,25,8,13,i_0011.jpg 
Ir,14,Helvetica,r,882,741,896,755,27,26,8,13,i_0011.jpg 
OBAM,10,Helvetica,r,956,735,988,744,54,29,9,14,i_0011.jpg 
fl0,14,Helvetica,r,1000,727,1022,742,39,30,9,14,i_0011.jpg 
Secure,11,Helvetica,r,123,41,163,51,195,4,0,1,i_0012.jpg 
httpsapptopriatcom,11,Helvetica,r,183,41,324,54,34,6,0,1,i_0012.jpg 
GEOL,13,Helvetica,b,62,86,103,98,171,9,0,2,i_0012.jpg 
Join,11,Helvetica,r,61,107,86,117,181,12,0,3,i_0012.jpg 
Code,11,Helvetica,r,90,107,122,117,200,13,0,3,i_0012.jpg 
CONTENT,11,Helvetica,r,61,155,119,164,188,15,0,4,i_0012.jpg 
GRADEBOOK,11,Helvetica,r,149,155,224,164,133,16,0,4,i_0012.jpg 
STUDENTS,11,Helvetica,r,254,155,317,164,209,17,0,4,i_0012.jpg 
MARKETPLACE,10,Helvetica,r,348,155,433,164,188,18,0,4,i_0012.jpg 
Create,11,Helvetica,r,34,217,72,226,199,19,0,5,i_0012.jpg 
Announcements,13,Helvetica,b,511,217,638,229,203,20,0,5,i_0012.jpg 
Delete,11,Helvetica,r,962,217,997,227,173,21,0,5,i_0012.jpg 
Formative,11,Helvetica,r,84,258,144,268,195,23,0,6,i_0012.jpg 
Assessment,11,Helvetica,r,147,259,222,268,204,24,0,6,i_0012.jpg 
Increasing,11,Helvetica,r,226,258,287,271,120,25,0,6,i_0012.jpg 
Comprehension,11,Helvetica,r,291,258,385,271,190,26,0,6,i_0012.jpg 
Not,11,Helvetica,r,537,269,557,278,209,28,0,7,i_0012.jpg 
Assigned,11,Helvetica,r,561,268,614,281,164,29,0,7,i_0012.jpg 
Assign,11,Helvetica,r,785,269,822,281,181,31,0,7,i_0012.jpg 
Present,11,Helvetica,r,910,269,953,278,188,33,0,7,i_0012.jpg 
Professional,11,Helvetica,r,116,290,189,300,207,36,0,8,i_0012.jpg 
Development,11,Helvetica,r,193,290,273,303,208,37,0,8,i_0012.jpg 
Tasks,11,Helvetica,r,276,290,309,300,211,38,0,8,i_0012.jpg 
Formative,11,Helvetica,r,116,322,176,332,193,41,0,9,i_0012.jpg 
Assessment,11,Helvetica,r,179,323,250,332,209,42,0,9,i_0012.jpg 
Increased,11,Helvetica,r,266,322,322,332,195,44,0,9,i_0012.jpg 
Comprehension,11,Helvetica,r,327,322,421,335,206,45,0,9,i_0012.jpg 
Chapter,11,Helvetica,r,84,354,131,367,210,47,0,10,i_0012.jpg 
O1sissonintroFl81pptx,11,Helvetica,r,116,386,276,399,28,50,0,11,i_0012.jpg 
01sissonintroFl81pptx,11,Helvetica,r,116,418,276,431,25,53,0,12,i_0012.jpg 
Plate,11,Helvetica,r,145,450,174,460,192,58,0,13,i_0012.jpg 
Tectonics,11,Helvetica,r,178,450,234,460,197,59,0,13,i_0012.jpg 
Chapter3,11,Helvetica,r,84,482,140,495,158,62,0,14,i_0012.jpg 
Minerals,11,Helvetica,r,145,482,194,492,193,63,0,14,i_0012.jpg 
Chapter4lgneousRocks,11,Helvetica,r,84,514,230,527,27,66,0,15,i_0012.jpg 
04IgneousFl8ppt,11,Helvetica,r,116,547,230,559,26,68,0,16,i_0012.jpg 
Essay,11,Helvetica,r,138,611,171,623,200,69,0,17,i_0012.jpg 
Question,11,Helvetica,r,174,610,227,622,208,70,0,17,i_0012.jpg 
Examples,11,Helvetica,r,232,610,288,623,195,71,0,17,i_0012.jpg 
Give,11,Helvetica,r,138,642,163,652,202,73,0,18,i_0012.jpg 
it,11,Helvetica,r,167,642,175,652,209,74,0,18,i_0012.jpg 
some,11,Helvetica,r,178,645,210,652,212,75,0,18,i_0012.jpg 
thought,11,Helvetica,r,214,642,274,655,196,76,0,18,i_0012.jpg 
NewhomeworkdueFriday,11,Helvetica,r,138,674,298,687,120,78,0,19,i_0012.jpg 
Chater4IgneousRocks,11,Helvetica,r,138,706,293,717,23,80,0,20,i_0012.jpg 
rn,11,Helvetica,r,884,742,894,749,48,83,0,21,i_0012.jpg 
Formative,11,Helvetica,r,84,258,144,268,161,0,0,0,i_0013.jpg 
Assessment,11,Helvetica,r,147,259,221,268,200,1,0,0,i_0013.jpg 
Increasing,11,Helvetica,r,226,258,287,271,196,2,0,0,i_0013.jpg 
Co,11,Helvetica,r,291,259,319,268,131,3,0,0,i_0013.jpg 
items,9,Helvetica,r,339,262,366,268,88,5,0,0,i_0013.jpg 
Professional,11,Helvetica,r,116,290,189,300,199,7,0,1,i_0013.jpg 
Development,11,Helvetica,r,193,290,273,303,202,8,0,1,i_0013.jpg 
Tasks,11,Helvetica,r,276,290,309,300,208,9,0,1,i_0013.jpg 
Formative,11,Helvetica,r,116,322,176,332,180,11,0,2,i_0013.jpg 
Assessment,11,Helvetica,r,179,323,262,332,117,12,0,2,i_0013.jpg 
Increased,11,Helvetica,r,266,322,322,332,191,13,0,2,i_0013.jpg 
Compr,11,Helvetica,r,327,323,380,335,56,14,0,2,i_0013.jpg 
Chapter,11,Helvetica,r,84,354,131,367,199,15,0,3,i_0013.jpg 
lAssigned,11,Helvetica,r,331,355,383,367,49,17,0,3,i_0013.jpg 
01sissonintroFl81pptx,11,Helvetica,r,116,386,276,399,27,19,0,4,i_0013.jpg 
01sissonjntroFl81pptx,11,Helvetica,r,116,418,276,431,25,21,0,5,i_0013.jpg 
Chapter,11,Helvetica,r,84,450,131,463,208,22,0,6,i_0013.jpg 
Plate,11,Helvetica,r,145,450,174,460,201,24,0,6,i_0013.jpg 
Tectonics,11,Helvetica,r,178,450,234,460,200,25,0,6,i_0013.jpg 
Chapter,11,Helvetica,r,84,482,131,495,212,26,0,7,i_0013.jpg 
Minerals,11,Helvetica,r,145,482,194,492,193,28,0,7,i_0013.jpg 
Chapter,11,Helvetica,r,84,514,131,527,210,29,0,8,i_0013.jpg 
Igneous,11,Helvetica,r,145,515,191,527,201,31,0,8,i_0013.jpg 
Rocks,11,Helvetica,r,195,514,230,524,202,32,0,8,i_0013.jpg 
NotAssignedt,11,Helvetica,r,537,268,635,281,33,38,1,12,i_0013.jpg 
Top,11,Helvetica,r,41,9,61,21,206,39,2,13,i_0013.jpg 
Hat,10,Helvetica,r,66,9,83,18,210,40,2,13,i_0013.jpg 
Secure,12,TimesCentury,r,123,41,163,51,197,42,2,14,i_0013.jpg 
httpsapptopnatcom,10,Helvetica,r,183,41,324,54,42,43,2,14,i_0013.jpg 
GRAD,11,Helvetica,r,149,155,181,164,196,47,4,16,i_0013.jpg 
EBOOK,10,Helvetica,r,183,155,224,164,111,48,4,16,i_0013.jpg 
STUDENTS,11,Helvetica,r,254,155,317,164,209,49,5,17,i_0013.jpg 
MARKETPLACE,10,Helvetica,r,348,155,433,164,192,50,5,17,i_0013.jpg 
Announcements,13,Helvetica,b,511,217,638,229,210,52,7,19,i_0013.jpg 
GEOL,13,Helvetica,b,62,86,103,98,175,55,8,20,i_0013.jpg 
Join,11,Helvetica,r,61,107,86,117,200,57,8,21,i_0013.jpg 
Code,11,Helvetica,r,90,107,122,117,201,58,8,21,i_0013.jpg 
CONTENT,11,Helvetica,r,61,155,119,164,205,60,8,22,i_0013.jpg 
Create,11,Helvetica,r,34,217,72,226,204,61,8,23,i_0013.jpg 
Essay,11,Helvetica,r,138,611,171,623,208,68,8,30,i_0013.jpg 
Question,11,Helvetica,r,174,610,227,622,182,69,8,30,i_0013.jpg 
Examples,11,Helvetica,r,232,610,288,623,198,70,8,30,i_0013.jpg 
Give,11,Helvetica,r,138,642,163,652,207,73,8,31,i_0013.jpg 
it,11,Helvetica,r,167,642,175,652,206,74,8,31,i_0013.jpg 
some,11,Helvetica,r,178,645,210,652,210,75,8,31,i_0013.jpg 
thought,11,Helvetica,r,214,642,274,655,204,76,8,31,i_0013.jpg 
New,11,Helvetica,r,138,675,163,684,210,78,8,32,i_0013.jpg 
homework,11,Helvetica,r,168,674,232,684,210,79,8,32,i_0013.jpg 
due,11,Helvetica,r,235,674,257,684,211,80,8,32,i_0013.jpg 
Friday,11,Helvetica,r,261,674,298,687,180,81,8,32,i_0013.jpg 
Chapter4lgneous,11,Helvetica,r,138,706,255,717,33,83,8,33,i_0013.jpg 
Rocks,10,Helvetica,r,259,706,293,716,203,84,8,33,i_0013.jpg 
Homework,10,Helvetica,r,393,387,447,396,197,86,9,35,i_0013.jpg 
slides,10,Helvetica,r,345,419,373,428,177,91,10,39,i_0013.jpg 
items,10,Helvetica,r,345,452,372,460,149,93,10,40,i_0013.jpg 
items,10,Helvetica,r,345,484,372,492,182,95,10,41,i_0013.jpg 
items,10,Helvetica,r,345,516,372,524,186,97,10,42,i_0013.jpg 
sLides,10,Helvetica,r,345,547,373,556,188,99,10,43,i_0013.jpg 
Delete,11,Helvetica,r,962,217,997,227,198,101,12,45,i_0013.jpg 
Assign,10,Helvetica,r,785,268,821,281,206,102,12,46,i_0013.jpg 
Present,11,Helvetica,r,909,269,953,278,174,104,12,46,i_0013.jpg 
Announcements,22,HelveticaCentury,b,644,313,845,332,205,105,12,47,i_0013.jpg 
Chapter,22,HelveticaCentury,b,525,357,623,381,204,106,12,48,i_0013.jpg 
Concept,22,HelveticaCentury,b,575,388,674,411,210,108,12,49,i_0013.jpg 
checks,22,HelveticaCentury,b,685,387,767,407,211,109,12,49,i_0013.jpg 
and,22,HelveticaCentury,b,778,387,821,406,202,110,12,49,i_0013.jpg 
quizzes,22,HelveticaCentury,b,832,388,922,411,206,111,12,49,i_0013.jpg 
Eye,22,HelveticaCentury,b,576,447,617,471,211,112,12,50,i_0013.jpg 
on,22,HelveticaCentury,b,629,452,656,466,213,113,12,50,i_0013.jpg 
the,22,HelveticaCentury,b,668,447,706,466,212,114,12,50,i_0013.jpg 
Earth,22,HelveticaCentury,b,719,447,781,466,206,115,12,50,i_0013.jpg 
Give,22,HelveticaCentury,b,575,507,628,526,208,118,12,51,i_0013.jpg 
it,22,HelveticaCentury,b,640,507,654,526,192,119,12,51,i_0013.jpg 
some,22,HelveticaCentury,b,664,512,729,526,213,120,12,51,i_0013.jpg 
thought,22,HelveticaCentury,b,740,507,836,531,210,121,12,51,i_0013.jpg 
questions,22,HelveticaCentury,b,847,507,972,531,196,122,12,51,i_0013.jpg 
and,22,HelveticaCentury,b,626,536,668,556,211,126,12,52,i_0013.jpg 
ONLINE,20,TimesCentury,b,525,597,619,615,210,128,12,53,i_0013.jpg 
HOMEWORK,22,HelveticaCentury,b,632,597,782,615,211,129,12,53,i_0013.jpg 
on,22,HelveticaCentury,b,793,601,821,615,211,130,12,53,i_0013.jpg 
Blackboard,22,HelveticaCentury,b,834,596,967,615,210,131,12,53,i_0013.jpg 
dll,11,Helvetica,r,858,743,872,753,53,132,12,54,i_0013.jpg 
AM,11,Helvetica,r,969,735,988,744,204,136,12,54,i_0013.jpg 
Top,10,Helvetica,b,41,9,61,21,224,2,1,1,i_0014.jpg 
Hat,10,Helvetica,b,66,9,83,18,224,3,1,1,i_0014.jpg 
GEOL,14,Helvetica,r,184,292,224,304,219,4,2,2,i_0014.jpg 
Join,36,HelveticaCentury,b,185,322,270,357,218,6,2,3,i_0014.jpg 
Code,36,HelveticaCentury,b,285,322,398,357,217,7,2,3,i_0014.jpg 
Students,14,Helvetica,r,184,440,250,453,228,9,2,5,i_0014.jpg 
can,14,Helvetica,r,255,444,280,453,224,10,2,5,i_0014.jpg 
go,14,Helvetica,r,286,444,303,457,224,11,2,5,i_0014.jpg 
to,14,Helvetica,r,308,442,322,453,224,12,2,5,i_0014.jpg 
TopHatcom,18,Helvetica,b,327,438,447,458,27,13,2,5,i_0014.jpg 
or,14,Helvetica,r,453,444,468,453,224,14,2,5,i_0014.jpg 
use,14,Helvetica,r,473,444,497,453,224,15,2,5,i_0014.jpg 
our,14,Helvetica,r,184,469,209,478,223,16,2,6,i_0014.jpg 
mobile,14,Helvetica,r,214,465,265,478,224,17,2,6,i_0014.jpg 
apps,14,Helvetica,r,270,469,305,482,217,18,2,6,i_0014.jpg 
and,14,Helvetica,r,310,465,337,478,224,19,2,6,i_0014.jpg 
enter,14,Helvetica,r,342,467,381,478,224,20,2,6,i_0014.jpg 
this,14,Helvetica,r,386,465,412,478,223,21,2,6,i_0014.jpg 
join,14,Helvetica,r,416,466,444,482,223,22,2,6,i_0014.jpg 
code,14,Helvetica,r,449,465,484,478,226,23,2,6,i_0014.jpg 
to,14,Helvetica,r,489,467,504,478,225,24,2,6,i_0014.jpg 
participate,14,Helvetica,r,185,489,264,505,227,25,2,7,i_0014.jpg 
iil,10,Helvetica,b,858,743,872,753,19,28,4,9,i_0014.jpg 
1008AM,10,Helvetica,b,939,735,988,744,30,30,5,10,i_0014.jpg 
httpsapptophatcome969008,12,Helvetica,r,183,41,388,54,25,35,6,12,i_0014.jpg 
Start1,11,Times,r,720,353,747,362,211,37,7,14,i_0014.jpg 
Presentation0,11,Times,b,751,352,824,362,219,38,8,15,i_0014.jpg 
Take,11,Times,r,719,399,746,409,228,39,9,16,i_0014.jpg 
Attendance,11,Times,r,749,399,815,409,224,40,9,16,i_0014.jpg 
cancel,11,Times,r,720,446,758,456,188,42,9,17,i_0014.jpg 
Presentation,11,Times,r,762,446,835,456,226,43,9,17,i_0014.jpg 
Enable,11,Times,r,676,585,715,595,223,44,9,18,i_0014.jpg 
full,11,Times,r,719,585,737,595,224,45,9,18,i_0014.jpg 
screen,11,Times,r,740,588,778,595,228,46,9,18,i_0014.jpg 
mode,11,Times,r,782,585,815,595,224,47,9,18,i_0014.jpg 
Always,11,Times,r,675,619,715,632,212,48,9,19,i_0014.jpg 
show,11,Times,r,719,619,749,629,224,49,9,19,i_0014.jpg 
this,11,Times,r,752,619,774,629,224,50,9,19,i_0014.jpg 
screen,11,Times,r,777,622,814,629,226,51,9,19,i_0014.jpg 
before,10,Helvetica,b,819,619,856,629,225,52,9,19,i_0014.jpg 
presenting,11,Times,r,676,637,738,650,223,53,9,20,i_0014.jpg 
Always,11,Times,r,675,665,715,678,225,54,9,21,i_0014.jpg 
show,11,Times,b,719,665,749,675,224,55,9,21,i_0014.jpg 
control,11,Times,b,752,665,794,675,224,56,9,21,i_0014.jpg 
bar,11,Times,b,798,665,817,675,222,57,9,21,i_0014.jpg 
at,11,Times,b,820,666,831,675,224,58,9,21,i_0014.jpg 
the,11,Times,b,834,665,853,675,224,59,9,21,i_0014.jpg 
bottom,11,Times,b,676,683,717,693,201,60,9,22,i_0014.jpg 
Top,11,Helvetica,b,41,9,61,21,209,1,0,0,i_0015.jpg 
Hat,11,Helvetica,b,66,9,83,18,209,2,0,0,i_0015.jpg 
GEOL,14,Helvetica,r,184,292,224,304,181,3,1,1,i_0015.jpg 
Join,36,HelveticaCentury,b,185,322,270,357,211,5,1,2,i_0015.jpg 
Code,36,HelveticaCentury,b,285,322,398,357,205,6,1,2,i_0015.jpg 
Students,14,Helvetica,r,184,440,250,453,188,8,1,4,i_0015.jpg 
can,14,Helvetica,r,255,444,280,453,210,9,1,4,i_0015.jpg 
go,14,Helvetica,r,286,444,303,457,210,10,1,4,i_0015.jpg 
to,14,Helvetica,r,308,442,322,453,211,11,1,4,i_0015.jpg 
TopHatcom,18,Helvetica,b,327,438,447,458,162,12,1,4,i_0015.jpg 
or,14,Helvetica,r,453,444,468,453,210,13,1,4,i_0015.jpg 
use,14,Helvetica,r,473,444,497,453,210,14,1,4,i_0015.jpg 
our,14,Helvetica,r,184,469,209,478,210,15,1,5,i_0015.jpg 
mobile,14,Helvetica,r,214,465,265,478,208,16,1,5,i_0015.jpg 
apps,14,Helvetica,r,270,469,305,482,200,17,1,5,i_0015.jpg 
and,14,Helvetica,r,310,465,337,478,210,18,1,5,i_0015.jpg 
enter,14,Helvetica,r,342,468,381,478,210,19,1,5,i_0015.jpg 
this,14,Helvetica,r,386,465,412,478,206,20,1,5,i_0015.jpg 
join,14,Helvetica,r,416,466,444,482,206,21,1,5,i_0015.jpg 
code,14,Helvetica,r,450,465,484,478,210,22,1,5,i_0015.jpg 
to,14,Helvetica,r,489,467,504,478,212,23,1,5,i_0015.jpg 
participate,14,Helvetica,r,185,489,264,505,206,24,1,6,i_0015.jpg 
Secure,11,Helvetica,b,123,41,163,51,197,27,2,8,i_0015.jpg 
httpsapptophatcome969008,11,Helvetica,b,183,41,388,54,26,28,2,8,i_0015.jpg 
Take,11,Helvetica,b,719,399,746,409,210,31,4,11,i_0015.jpg 
Attendance,11,Helvetica,b,749,399,815,409,202,32,4,11,i_0015.jpg 
Cancel,11,Helvetica,r,720,446,758,456,163,34,4,12,i_0015.jpg 
Presentation,11,Helvetica,r,762,446,835,456,206,35,4,12,i_0015.jpg 
Enable,11,Helvetica,r,676,585,715,595,210,36,4,13,i_0015.jpg 
full,11,Helvetica,r,718,585,737,595,209,37,4,13,i_0015.jpg 
screen,11,Helvetica,r,740,588,778,595,210,38,4,13,i_0015.jpg 
mode,11,Helvetica,r,782,585,815,595,210,39,4,13,i_0015.jpg 
Always,11,Helvetica,r,675,619,715,632,201,40,4,14,i_0015.jpg 
show,11,Helvetica,r,719,619,749,629,210,41,4,14,i_0015.jpg 
this,11,Helvetica,r,752,619,774,629,210,42,4,14,i_0015.jpg 
screen,11,Helvetica,r,777,622,814,629,210,43,4,14,i_0015.jpg 
before,11,Helvetica,r,819,619,856,629,209,44,4,14,i_0015.jpg 
presenting,11,Helvetica,r,676,637,738,650,189,45,4,15,i_0015.jpg 
Always,11,Helvetica,r,675,665,715,678,208,46,4,16,i_0015.jpg 
show,11,Helvetica,b,719,665,749,675,210,47,4,16,i_0015.jpg 
control,11,Helvetica,b,752,665,794,675,209,48,4,16,i_0015.jpg 
bar,11,Helvetica,b,798,665,817,675,209,49,4,16,i_0015.jpg 
at,11,Helvetica,b,820,666,831,675,213,50,4,16,i_0015.jpg 
the,11,Helvetica,b,834,665,853,675,210,51,4,16,i_0015.jpg 
bottom,11,Helvetica,b,676,683,717,693,188,52,4,17,i_0015.jpg 
ENDESC,10,TimesCentury,b,54,20,111,32,43,1,0,0,i_0016.jpg 
