id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
338345,21,i," Index 21",945,NULL,5,i_0476.jpg,4853,150,"clickers aka student response pads gp oint clicke mate rial po nt registration link and clicker support material are found in here attendance is part of your turningpolnt account registration ci ic ke sco re channel link to clicker and mobile app help contains all information related to turning point registration usage mobile devices and handheld clickers new clicker requires turning account subscription registration information httpwwwuheduclicker previous users account info is copied from prior semester log in to green if you have already purchased clicker you still need to purchase subscription subscription good for one year see you have check marks may need to purchase license",imageBased,NULL,"clickers aka student response pads gp oint clicke mate rial po nt registration link and clicker support material are found in here attendance is part of your turningpolnt account registration ci ic ke sco re channel link to clicker and mobile app help contains all information related to turning point registration usage mobile devices and handheld clickers new clicker requires turning account subscription registration information httpwwwuheduclicker previous users account info is copied from prior semester log in to green if you have already purchased clicker you still need to purchase subscription subscription good for one year see you have check marks may need to purchase license"
338346,22,t," Index 22",1095,NULL,5,i_0551.jpg,4853,74,"clickers aka student response pads mobile app repsonseware no longer allowed wh",imageBased,NULL,"clickers aka student response pads mobile app repsonseware no longer allowed wh"
338347,23,t," Index 23",1169,NULL,5,i_0588.jpg,4853,2,"clickers aka student response pads mobile app repsonseware no longer allowed unregistered clickers no points will receive email reminders duplicate clickers why",imageBased,NULL,"clickers aka student response pads mobile app repsonseware no longer allowed unregistered clickers no points will receive email reminders duplicate clickers why"
338348,24,t," Index 24",1171,NULL,5,i_0589.jpg,4853,120,"cd cd cd cd cd cd cd wi cd m11 if ii cd cd cd cc cd cd if ca",imageBased,NULL,"cd cd cd cd cd cd cd wi cd m11 if ii cd cd cd cc cd cd if ca"
338349,25,i," Index 25",1291,NULL,6,i_0649.jpg,4853,122,"f0 dddoin in cd cd lncd if in in in cd sm il in cd in cd at rn cd cd cd cd in c10 in ocdd in cd cd in cd cd acd cpt",imageBased,NULL,"f0 dddoin in cd cd lncd if in in in cd sm il in cd in cd at rn cd cd cd cd in c10 in ocdd in cd cd in cd cd acd cpt"
338350,26,t," Index 26",1413,NULL,6,i_0710.jpg,4853,80,"2017fa1701381013332 elementary microbiology biol course textbook mateiials announcements ii for syllabus discusstons messages tools course matimgement control panel content collection course tools ion grade center users and groups customization help part medicine and immunology chapters textbook materials publisher integrated blackboard digital landing page availability item is riot avetlable go to httvs idiatta wwnotoncommiaoblo4 to access the resources that accompany your book ebook smrtwork5 anhiiiotions instructors if you do not want to integrate inquizitive with your course you can make this link available for students interested in purchasing digital access to the ebook and additional learning resources if you are planning to use inquizibve from this blackboard course do not make tjus ipik available to your students blackboard integrabon will require unique set of web links that must be manually added to your course please contact your norton representative for assistance in setting up integration between your blackboard course and inquizitwe you may locate the contact information for your representative your part the microbial cell chapters fl part ii genes and genomes chapters part iii metabolism and biochemistry chapters part iv mkdrobial diversith and ecology chapters",imageBased,NULL,"2017fa1701381013332 elementary microbiology biol course textbook mateiials announcements ii for syllabus discusstons messages tools course matimgement control panel content collection course tools ion grade center users and groups customization help part medicine and immunology chapters textbook materials publisher integrated blackboard digital landing page availability item is riot avetlable go to httvs idiatta wwnotoncommiaoblo4 to access the resources that accompany your book ebook smrtwork5 anhiiiotions instructors if you do not want to integrate inquizitive with your course you can make this link available for students interested in purchasing digital access to the ebook and additional learning resources if you are planning to use inquizibve from this blackboard course do not make tjus ipik available to your students blackboard integrabon will require unique set of web links that must be manually added to your course please contact your norton representative for assistance in setting up integration between your blackboard course and inquizitwe you may locate the contact information for your representative your part the microbial cell chapters fl part ii genes and genomes chapters part iii metabolism and biochemistry chapters part iv mkdrobial diversith and ecology chapters"
338351,27,i," Index 27",1493,NULL,7,i_0750.jpg,4853,84,"clicker practice clicker channel for handheld response pads only",imageBased,NULL,"clicker practice clicker channel for handheld response pads only"
338352,28,t," Index 28",1577,NULL,7,i_0792.jpg,4853,104,"which of the previously shown bacterial types you think most likely to cause staph infection",imageBased,NULL,"which of the previously shown bacterial types you think most likely to cause staph infection"
338353,29,t," Index 29",1681,NULL,7,i_0844.jpg,4853,2,"which of the previously shown bacterial types would you think most likely to cause staph infection osed responses results for question pm i152o19",imageBased,NULL,"which of the previously shown bacterial types would you think most likely to cause staph infection osed responses results for question pm i152o19"
338354,30,t," Index 30",1683,NULL,7,i_0845.jpg,4853,2,"ftnf results osed for responses pm",imageBased,NULL,"ftnf results osed for responses pm"
338355,31,t," Index 31",1685,NULL,7,i_0846.jpg,4853,2,"which of the previously shown bacterial types would you think most likely to infection results for question pm osed responses",imageBased,NULL,"which of the previously shown bacterial types would you think most likely to infection results for question pm osed responses"
338356,32,t," Index 32",1687,NULL,7,i_0847.jpg,4853,28,"which of the previously shown bacterial types would you think most likely to cause staph infection osed responses pm",imageBased,NULL,"which of the previously shown bacterial types would you think most likely to cause staph infection osed responses pm"
338357,33,t," Index 33",1715,NULL,7,i_0861.jpg,4853,2,"which of the previously shown bacterial types would you think most likely to cause staph infection responses polling closed it",imageBased,NULL,"which of the previously shown bacterial types would you think most likely to cause staph infection responses polling closed it"
338358,34,t," Index 34",1717,NULL,7,i_0862.jpg,4853,2,"short term intensive studying temporarily mod ifi es preexisti ng synapses des in few hours or days indu chan can last weeks including neurogenesis months or longer pacing out the practicing distributed worked best polling closed responses spaced studying ces transcription ges learning",imageBased,NULL,"short term intensive studying temporarily mod ifi es preexisti ng synapses des in few hours or days indu chan can last weeks including neurogenesis months or longer pacing out the practicing distributed worked best polling closed responses spaced studying ces transcription ges learning"
338359,35,t," Index 35",1719,NULL,7,i_0863.jpg,4853,4,"short term inten pollig closed xj temporarily moc synaps fades in few hours or days distributed spaced studying induces transcription changes including neurogenesis can last weeks months or longer pacing out the practicing le distributed worked best",imageBased,NULL,"short term inten pollig closed xj temporarily moc synaps fades in few hours or days distributed spaced studying induces transcription changes including neurogenesis can last weeks months or longer pacing out the practicing le distributed worked best"
338360,36,i," Index 36",1723,NULL,8,i_0865.jpg,4853,254,"short term intensive studying synapses es fades in few hours or days distributed spaced studying modifi preexisti ng induces transcription changes including neurogenesis can last weeks months or longer pacing out the practicing le distributed worked best",imageBased,NULL,"short term intensive studying synapses es fades in few hours or days distributed spaced studying modifi preexisti ng induces transcription changes including neurogenesis can last weeks months or longer pacing out the practicing le distributed worked best"
338361,37,i," Index 37",1977,NULL,9,i_0992.jpg,4853,2,"short term intensive studying rily modifies preexisti ng synapses fades in few hours or days distributed spaced studying indu changes can last weeks including neurogenesis months or longer pacing out the practicing distributed learning worked best ces transcription",imageBased,NULL,"short term intensive studying rily modifies preexisti ng synapses fades in few hours or days distributed spaced studying indu changes can last weeks including neurogenesis months or longer pacing out the practicing distributed learning worked best ces transcription"
338362,38,t," Index 38",1979,NULL,9,i_0993.jpg,4853,54,"ask dont tell the person doing the talking is doing the learning because they are retrieving information",imageBased,NULL,"ask dont tell the person doing the talking is doing the learning because they are retrieving information"
338363,39,t," Index 39",2033,NULL,9,i_1020.jpg,4853,2,"confidence ufaiiure is an is the limit of my abilities opportunity to fixed mindset mindset can learn to do anything m1m either good at it or im not my are unchanging uchallenges help me to grow ldont like my effort and attitude to be challenged cant determine my abilities my potential is predetermined when im frustrated lam dbythiucenoothri give up fdbck and ctidun areprsonai like to know new things more on growth mindset carol dweck mindset the new psychology of success random house",imageBased,NULL,"confidence ufaiiure is an is the limit of my abilities opportunity to fixed mindset mindset can learn to do anything m1m either good at it or im not my are unchanging uchallenges help me to grow ldont like my effort and attitude to be challenged cant determine my abilities my potential is predetermined when im frustrated lam dbythiucenoothri give up fdbck and ctidun areprsonai like to know new things more on growth mindset carol dweck mindset the new psychology of success random house"
338364,40,t," Index 40",2035,NULL,9,i_1021.jpg,4853,100,"ufailure limit of my abilities fixed mindset 1m either good at it or im not my are unchanging icanhecdoit or cant give up fdbck confidence is the failure is an opportunity to grow growth mindset can learn to do anything help me to grow my effort and attitude determine my abilities feedback is constructiveb amlripimdbythwsoothri dont like to be challenged my potential is predetermined when im frustrated areprsonal stick to what iliketotry new things set the",imageBased,NULL,"ufailure limit of my abilities fixed mindset 1m either good at it or im not my are unchanging icanhecdoit or cant give up fdbck confidence is the failure is an opportunity to grow growth mindset can learn to do anything help me to grow my effort and attitude determine my abilities feedback is constructiveb amlripimdbythwsoothri dont like to be challenged my potential is predetermined when im frustrated areprsonal stick to what iliketotry new things set the"
338365,41,t," Index 41",2135,NULL,9,i_1071.jpg,4853,2,"failure is an opportunity to grow growth mindset can learn to do anything challenges help me to my effort and attitude determine my abilities is constructiveb amlnpimdbythwsoothri like to try new things my are unchanging icanhecdoit or cant confidence row is the limit of my abilities fixed mindset m1m either good at it or im not dont like to be challenged my potential is predetermined7 when im frustrated give up fdbck are personal stick to what the new psychology of success random",imageBased,NULL,"failure is an opportunity to grow growth mindset can learn to do anything challenges help me to my effort and attitude determine my abilities is constructiveb amlnpimdbythwsoothri like to try new things my are unchanging icanhecdoit or cant confidence row is the limit of my abilities fixed mindset m1m either good at it or im not dont like to be challenged my potential is predetermined7 when im frustrated give up fdbck are personal stick to what the new psychology of success random"
338366,42,t," Index 42",2137,NULL,9,i_1072.jpg,4853,6,"dyin to con cep app in review sheet outline",imageBased,NULL,"dyin to con cep app in review sheet outline"
338367,43,t," Index 43",2143,NULL,9,i_1075.jpg,4853,8,"studying tool concept mapping use exam review sheet outline pm",imageBased,NULL,"studying tool concept mapping use exam review sheet outline pm"
338368,44,t," Index 44",2151,NULL,9,i_1079.jpg,4853,4,"studying tool concept mapping what makes me think know this review sheet outline",imageBased,NULL,"studying tool concept mapping what makes me think know this review sheet outline"
338369,45,t," Index 45",2155,NULL,9,i_1081.jpg,4853,2,"studying tool concept mapping what makes me think know this review sheet outline the ultimate assessment tool",imageBased,NULL,"studying tool concept mapping what makes me think know this review sheet outline the ultimate assessment tool"
338370,46,t," Index 46",2157,NULL,9,i_1082.jpg,4853,12,"studying tool concept mapping what makes me think know this the ultimate use exam review sheet outline assessment tool",imageBased,NULL,"studying tool concept mapping what makes me think know this the ultimate use exam review sheet outline assessment tool"
338371,47,t," Index 47",2169,NULL,9,i_1088.jpg,4853,220,"chapter energetics catabolism parts and bloenergetics basics metabolism overview catabolismanabolismatpadp how these are linked ii i5 law of thermodynamics and factors that influence this iii negative processes release energy energy capture via atp nadh through electron transfer iv redox oxidationreduction lithotrophy organotrophy difference here electron transport systems in aerobes anaerobes respiration catabolism types fermentation respiration photoheterotrophy substrates carbs proteins fats etc glucose catabolism embdenmeyerhofparnas pathway glycolysis ii entnerdoudoroff pathway metabolism of sugar acids gluconate sugars iii pentose phosphate pathway formation of sugars for biosynthesis iv substrate level phosphorylation fermentation coupled to glycolysis fermentation reactions oxidize nadh to nad to supply glycolysis for atp formation end products of fermentation small organic acids alcohols are secreted",imageBased,NULL,"chapter energetics catabolism parts and bloenergetics basics metabolism overview catabolismanabolismatpadp how these are linked ii i5 law of thermodynamics and factors that influence this iii negative processes release energy energy capture via atp nadh through electron transfer iv redox oxidationreduction lithotrophy organotrophy difference here electron transport systems in aerobes anaerobes respiration catabolism types fermentation respiration photoheterotrophy substrates carbs proteins fats etc glucose catabolism embdenmeyerhofparnas pathway glycolysis ii entnerdoudoroff pathway metabolism of sugar acids gluconate sugars iii pentose phosphate pathway formation of sugars for biosynthesis iv substrate level phosphorylation fermentation coupled to glycolysis fermentation reactions oxidize nadh to nad to supply glycolysis for atp formation end products of fermentation small organic acids alcohols are secreted"
338372,48,i," Index 48",2389,NULL,10,i_1198.jpg,4853,2,"dyin to con cep app in what makes me think know this cmapihmcus depends on is linked to is caused by consisting of occurs in requires etc ex review sheet outline the ultimate assessment tool",imageBased,NULL,"dyin to con cep app in what makes me think know this cmapihmcus depends on is linked to is caused by consisting of occurs in requires etc ex review sheet outline the ultimate assessment tool"
338373,49,t," Index 49",2391,NULL,10,i_1199.jpg,4853,2,"how to do consult blackboard document study tips for success in biology courses",imageBased,NULL,"how to do consult blackboard document study tips for success in biology courses"
338374,50,t," Index 50",2393,NULL,10,i_1200.jpg,4853,38,"al muobes together in kingdom to see eukaroytes members of the kingdoms proustaj are from on coftt se of possess containing genes cquired by il gcne transfer how to do consult blackboard document study tips for success in biology courses microbes were as citlier are deflned as 1960s anc became ale ma of first discovered ribosomal revealed the of dcmansl comprising piokaryoles domain domains ce bactera ble modernddy consastng of clanobactefi hctcrotrotiic ii protozoa ajoo vettkm gefle transfer offsprlng",imageBased,NULL,"al muobes together in kingdom to see eukaroytes members of the kingdoms proustaj are from on coftt se of possess containing genes cquired by il gcne transfer how to do consult blackboard document study tips for success in biology courses microbes were as citlier are deflned as 1960s anc became ale ma of first discovered ribosomal revealed the of dcmansl comprising piokaryoles domain domains ce bactera ble modernddy consastng of clanobactefi hctcrotrotiic ii protozoa ajoo vettkm gefle transfer offsprlng"
338375,51,t," Index 51",2431,NULL,10,i_1219.jpg,4853,4,"have or will be applying to med school optometry school dental school pharmacy school etc yes no",imageBased,NULL,"have or will be applying to med school optometry school dental school pharmacy school etc yes no"
338376,52,t," Index 52",2435,NULL,10,i_1221.jpg,4853,2,"have or will be applying to med chool optometry school dental yes no school pharmacy school etc ii",imageBased,NULL,"have or will be applying to med chool optometry school dental yes no school pharmacy school etc ii"
338377,53,t," Index 53",2437,NULL,10,i_1222.jpg,4853,44,"have or will be applying to med chool optometry school dental school pharmacy school etc yes polling closed no responses pm se ii",imageBased,NULL,"have or will be applying to med chool optometry school dental school pharmacy school etc yes polling closed no responses pm se ii"
338378,54,t," Index 54",2481,NULL,10,i_1244.jpg,4853,26,"have or will be applying to med chool optometry school dental school pharmacy school etc yes multiple choice no countdown timer responses iii",imageBased,NULL,"have or will be applying to med chool optometry school dental school pharmacy school etc yes multiple choice no countdown timer responses iii"
338379,55,t," Index 55",2507,NULL,10,i_1257.jpg,4853,10,"have or will be applying to med ch ptom etry results for school dental polling closed responses 9q pm",imageBased,NULL,"have or will be applying to med ch ptom etry results for school dental polling closed responses 9q pm"
338380,56,t," Index 56",2517,NULL,10,i_1262.jpg,4853,174,"have or will be applying to med chool optometry school dental school pharmacy school etc yes polling closed no responses pm",imageBased,NULL,"have or will be applying to med chool optometry school dental school pharmacy school etc yes polling closed no responses pm"
338381,57,t," Index 57",2691,NULL,10,i_1349.jpg,4853,6,"question answer answer answer answer answer answer answer answer responses 317pm turningpoint presentation polling closed",imageBased,NULL,"question answer answer answer answer answer answer answer answer responses 317pm turningpoint presentation polling closed"
338382,58,t," Index 58",2697,NULL,10,i_1352.jpg,4853,12,"have or will be applying to med yes polling closed no responses lull 4j school chool optometry school dental pharmacy school etc",imageBased,NULL,"have or will be applying to med yes polling closed no responses lull 4j school chool optometry school dental pharmacy school etc"
338383,59,t," Index 59",2709,NULL,10,i_1358.jpg,4853,2,"bacteria are the only type of prokaryote are generally diploid can sometimes have mitochon responses roduction carry out mitosis are in the urn size range polling closed",imageBased,NULL,"bacteria are the only type of prokaryote are generally diploid can sometimes have mitochon responses roduction carry out mitosis are in the urn size range polling closed"
338384,60,t," Index 60",2711,NULL,10,i_1359.jpg,4853,2,"bacteria are the only type of prokaryote are generally diploid have mitochondria carry out mitosis1 polling lloseci0 responses can sometimes carry out sexual reproduction are in the urn size range 318pm",imageBased,NULL,"bacteria are the only type of prokaryote are generally diploid have mitochondria carry out mitosis1 polling lloseci0 responses can sometimes carry out sexual reproduction are in the urn size range 318pm"
338385,61,t," Index 61",2713,NULL,10,i_1360.jpg,4853,40,"bacteria are polllngclosed the only type of proka ryote are generally diploid can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range 318pm",imageBased,NULL,"bacteria are polllngclosed the only type of proka ryote are generally diploid can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range 318pm"
338386,62,t," Index 62",2753,NULL,10,i_1380.jpg,4853,2,"bacteria are the only type of prokaryote are generally diploid can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range multiple choice responses 318pm",imageBased,NULL,"bacteria are the only type of prokaryote are generally diploid can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range multiple choice responses 318pm"
338387,63,t," Index 63",2755,NULL,10,i_1381.jpg,4853,2,"bacteria the only type of prokaryote are generally dipi can sometimes multiple choice responses carry out sexual reproduction have mitochondria carry out mitosis areinthe2olooum size range pm oid",imageBased,NULL,"bacteria the only type of prokaryote are generally dipi can sometimes multiple choice responses carry out sexual reproduction have mitochondria carry out mitosis areinthe2olooum size range pm oid"
338388,64,t," Index 64",2757,NULL,10,i_1382.jpg,4853,100,"bacteria are multiple choice the only type of prokaryote are generally diploid responses eli can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range 318pm ii",imageBased,NULL,"bacteria are multiple choice the only type of prokaryote are generally diploid responses eli can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range 318pm ii"
338389,65,i," Index 65",2857,NULL,11,i_1432.jpg,4853,2,"bacteria are the only type of prokaryote are generally diploid can sometimes carry out se have mitochondria carry out mitosis are in the urn size range responses channel pm",imageBased,NULL,"bacteria are the only type of prokaryote are generally diploid can sometimes carry out se have mitochondria carry out mitosis are in the urn size range responses channel pm"
338390,66,t," Index 66",2859,NULL,11,i_1433.jpg,4853,2,"can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range bacteria are multiple choice the only type of prokaryote responses are generally diploid it channel e1 ilili0 pm ill 52c19",imageBased,NULL,"can sometimes carry out sexual reproduction have mitochondria carry out mitosis areinthe2o looumsize range bacteria are multiple choice the only type of prokaryote responses are generally diploid it channel e1 ilili0 pm ill 52c19"
338391,67,t," Index 67",2861,NULL,11,i_1434.jpg,4853,4,"are generally diploid can sometimes multiple choice channel countdown timer urn size range bacteria are responses the only type of prokaryote carry out sexual reproduction na is1 ilili0 pm ill 52c19",imageBased,NULL,"are generally diploid can sometimes multiple choice channel countdown timer urn size range bacteria are responses the only type of prokaryote carry out sexual reproduction na is1 ilili0 pm ill 52c19"
338392,68,t," Index 68",2865,NULL,11,i_1436.jpg,4853,2,"bacteria are responses the only type of prokaryote are generally dipi oid channel can sometimes carry out sexual reproduction have mitochondria carry out mitosis are in the urn size pm",imageBased,NULL,"bacteria are responses the only type of prokaryote are generally dipi oid channel can sometimes carry out sexual reproduction have mitochondria carry out mitosis are in the urn size pm"
