id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
361787,35,t," Index 35",2273,NULL,9,i_1140.jpg,5030,18,"where is the greater more positive reduction potential likely to be the cows rumen surface layer of soil abomli rr countdown timer tiple choice responses ii",imageBased,NULL,"where is the greater more positive reduction potential likely to be the cows rumen surface layer of soil abomli rr countdown timer tiple choice responses ii"
361788,36,t," Index 36",2291,NULL,9,i_1149.jpg,5030,2,"results for question 38o 0o 0o 0o 0o 0o polling closed responses as",imageBased,NULL,"results for question 38o 0o 0o 0o 0o 0o polling closed responses as"
361789,37,i," Index 37",2293,NULL,10,i_1150.jpg,5030,98,"where is the greater more positive reduction potential likely to be the cows rumen surface layer of soil polling closed iw responses intestine esophagus abomeewn reticulum ii odii ii",imageBased,NULL,"where is the greater more positive reduction potential likely to be the cows rumen surface layer of soil polling closed iw responses intestine esophagus abomeewn reticulum ii odii ii"
361790,38,t," Index 38",2391,NULL,10,i_1199.jpg,5030,2,"so xi where is the greater more positive reduction potentki likely to be the cows rumen surface layer of multiple choice responses li liii",imageBased,NULL,"so xi where is the greater more positive reduction potentki likely to be the cows rumen surface layer of multiple choice responses li liii"
361791,39,t," Index 39",2393,NULL,10,i_1200.jpg,5030,2,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor mv fumarate 2w 2e succi nate no hp multiple choice responses",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor mv fumarate 2w 2e succi nate no hp multiple choice responses"
361792,40,t," Index 40",2395,NULL,10,i_1201.jpg,5030,2,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan electron acceptor electron donor mv fumarate 2w 2e no2h1 succinate no hp multiple choice responses it",imageBased,NULL,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan electron acceptor electron donor mv fumarate 2w 2e no2h1 succinate no hp multiple choice responses it"
361793,41,t," Index 41",2397,NULL,10,i_1202.jpg,5030,2,"could bacterium from succinate as electron donor and nitrate no3 as an electron 0o 00o 0o 0o 0o 0o close multiple choice rtl 100o an epto acceptor electron fi electron donor succi mv responses",imageBased,NULL,"could bacterium from succinate as electron donor and nitrate no3 as an electron 0o 00o 0o 0o 0o 0o close multiple choice rtl 100o an epto acceptor electron fi electron donor succi mv responses"
361794,42,t," Index 42",2399,NULL,10,i_1203.jpg,5030,2,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor fumarate 2w 2e succinate no2w 2e no hp close polling",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor fumarate 2w 2e succinate no2w 2e no hp close polling"
361795,43,t," Index 43",2401,NULL,10,i_1204.jpg,5030,4,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan ii llu electron acceptor fumarate 2w 2e electron donor succinate no 2w 2e no h20",imageBased,NULL,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan ii llu electron acceptor fumarate 2w 2e electron donor succinate no 2w 2e no h20"
361796,44,t," Index 44",2405,NULL,10,i_1206.jpg,5030,2,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor fumarate 2w 2e succinate no2w2e noh20",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor fumarate 2w 2e succinate no2w2e noh20"
361797,45,t," Index 45",2407,NULL,10,i_1207.jpg,5030,2,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor mv fumarate 2w 2e succinate no2w2e noh20",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor mv fumarate 2w 2e succinate no2w2e noh20"
361798,46,t," Index 46",2409,NULL,10,i_1208.jpg,5030,22,"could bacterium obtain energy from succinate as electron donor and nitrate no3 as an electron electron acceptor electron donor mva fumarate 2w 2e no 2h 2e succi nate no h20 acceptor",imageBased,NULL,"could bacterium obtain energy from succinate as electron donor and nitrate no3 as an electron electron acceptor electron donor mva fumarate 2w 2e no 2h 2e succi nate no h20 acceptor"
361799,47,t," Index 47",2431,NULL,10,i_1219.jpg,5030,56,"could bacterium obtain energy from succinate as electron donor and nitrate no3 as an electron acceptor no h20 electron acceptor fumarate 2w 2e electron donor succi nate mv",imageBased,NULL,"could bacterium obtain energy from succinate as electron donor and nitrate no3 as an electron acceptor no h20 electron acceptor fumarate 2w 2e electron donor succi nate mv"
361800,48,t," Index 48",2487,NULL,10,i_1247.jpg,5030,2,"could bacterium obtain energy from electron donor and nitrate no3 as an acceptor electron fumarate 2w 2e succi nate no h20 electron acceptor multiple choice response",imageBased,NULL,"could bacterium obtain energy from electron donor and nitrate no3 as an acceptor electron fumarate 2w 2e succi nate no h20 electron acceptor multiple choice response"
361801,49,t," Index 49",2489,NULL,10,i_1248.jpg,5030,2,"could bacterium obtain energy from electron donor and nitrate no3 as an el acceptor electron acceptor fumarate 2w 2e succi nate noh20 multiple choice electron respor",imageBased,NULL,"could bacterium obtain energy from electron donor and nitrate no3 as an el acceptor electron acceptor fumarate 2w 2e succi nate noh20 multiple choice electron respor"
361802,50,t," Index 50",2491,NULL,10,i_1249.jpg,5030,2,"could bacterium obtain energy from multiplechoice electron donor and nitrate no3 as an el acceptor electron don countdown timer electron acceptor fumarate 2w 2e respo succi nate no h20 ii",imageBased,NULL,"could bacterium obtain energy from multiplechoice electron donor and nitrate no3 as an el acceptor electron don countdown timer electron acceptor fumarate 2w 2e respo succi nate no h20 ii"
361803,51,t," Index 51",2493,NULL,10,i_1250.jpg,5030,2,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor fumarate 2w no h20 countdown timer electron acceptor 2e electron donor succi nate ii ii",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor fumarate 2w no h20 countdown timer electron acceptor 2e electron donor succi nate ii ii"
361804,52,t," Index 52",2495,NULL,10,i_1251.jpg,5030,2,"could bacterium obtain energy from succinate as ar electron donor and nitrate no3 as an electron acceptor fumarate 2w 2e succi nate no h20 electron acceptor electron donor mv countdown timer ii ii",imageBased,NULL,"could bacterium obtain energy from succinate as ar electron donor and nitrate no3 as an electron acceptor fumarate 2w 2e succi nate no h20 electron acceptor electron donor mv countdown timer ii ii"
361805,53,t," Index 53",2497,NULL,10,i_1252.jpg,5030,24,"could bacterium obtain energy from succinate as ar electron donor and nitrate no3 as an electron acceptor orbi electron acceptor electron donor mv succinate no hp fumarate 2w 2e countdown timer",imageBased,NULL,"could bacterium obtain energy from succinate as ar electron donor and nitrate no3 as an electron acceptor orbi electron acceptor electron donor mv succinate no hp fumarate 2w 2e countdown timer"
361806,54,t," Index 54",2521,NULL,10,i_1264.jpg,5030,6,"results for question oo 0o 0o 42o ij",imageBased,NULL,"results for question oo 0o 0o 42o ij"
361807,55,t," Index 55",2527,NULL,10,i_1267.jpg,5030,2,"results for question ii polling closed 42o cc responses 0o 0o 0o",imageBased,NULL,"results for question ii polling closed 42o cc responses 0o 0o 0o"
361808,56,t," Index 56",2529,NULL,10,i_1268.jpg,5030,4,"results for question polling closed 0o responses 0o ii 42o fl",imageBased,NULL,"results for question polling closed 0o responses 0o ii 42o fl"
361809,57,t," Index 57",2533,NULL,10,i_1270.jpg,5030,2,"could bacterium obtain energy from succinate as an electron donor and multiplechoice acceptor electron acceptor fumarate 2h 2e no2h 2e responses succinate no hp mv",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and multiplechoice acceptor electron acceptor fumarate 2h 2e no2h 2e responses succinate no hp mv"
361810,58,t," Index 58",2535,NULL,10,i_1271.jpg,5030,22,"responses lit fumarate 2w 2e succinate no2w2e no could bacterium obtain ener electron donor and nitrate nc acceptor electron acceptor multiple choice el0",imageBased,NULL,"responses lit fumarate 2w 2e succinate no2w2e no could bacterium obtain ener electron donor and nitrate nc acceptor electron acceptor multiple choice el0"
361811,59,t," Index 59",2557,NULL,10,i_1282.jpg,5030,20,"iii iivh could bacterium obtain enei electron donor and nitrate nc acceptor electron acceptor multiple it responses fumarate 2w 2e succinate no hp countdown timer",imageBased,NULL,"iii iivh could bacterium obtain enei electron donor and nitrate nc acceptor electron acceptor multiple it responses fumarate 2w 2e succinate no hp countdown timer"
361812,60,t," Index 60",2577,NULL,10,i_1292.jpg,5030,2,"results for question polling closed responses",imageBased,NULL,"results for question polling closed responses"
361813,61,t," Index 61",2579,NULL,10,i_1293.jpg,5030,4,"results for question polling closed ii ii ill responses 17o",imageBased,NULL,"results for question polling closed ii ii ill responses 17o"
361814,62,t," Index 62",2583,NULL,10,i_1295.jpg,5030,2,"polling closed responses fumarate 2w 2e succinate n02h20 could bacterium obtain enei electron donor and nitrate nc acceptor electron acceptor it",imageBased,NULL,"polling closed responses fumarate 2w 2e succinate n02h20 could bacterium obtain enei electron donor and nitrate nc acceptor electron acceptor it"
361815,63,t," Index 63",2585,NULL,10,i_1296.jpg,5030,8,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor mva fuma rate 2w succinate noh20",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor electron donor mva fuma rate 2w succinate noh20"
361816,64,t," Index 64",2593,NULL,10,i_1300.jpg,5030,8,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor fumarate 2w 2e mv electron donor succi nate no hp",imageBased,NULL,"could bacterium obtain energy from succinate as an electron donor and nitrate no3 as an electron acceptor electron acceptor fumarate 2w 2e mv electron donor succi nate no hp"
361817,65,t," Index 65",2601,NULL,10,i_1304.jpg,5030,42,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan electron acceptor electron donor mv fumarate 2w 2e succinate no hp succi nate fumarate2w 2e fumarate",imageBased,NULL,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan electron acceptor electron donor mv fumarate 2w 2e succinate no hp succi nate fumarate2w 2e fumarate"
361818,66,i," Index 66",2643,NULL,11,i_1325.jpg,5030,50,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan electron acceptor electron donor mv fumarate 2w 2e succinate no hp succinate fumarate nitrate nitrite succinate fumarate2w 2e ixg no3 2w 2e no hp ac 2e",imageBased,NULL,"could bacterium obtain energy from succinate electron donor and nitrate no3 as an electron acceptor asan electron acceptor electron donor mv fumarate 2w 2e succinate no hp succinate fumarate nitrate nitrite succinate fumarate2w 2e ixg no3 2w 2e no hp ac 2e"
361819,67,t," Index 67",2693,NULL,11,i_1350.jpg,5030,2,"could bacterium obtain energy from succin electron donor and nitrate no3 as an electroi acceptor electron acceptor electron donor fumarate 2w 2e succinate no hp succinate fumarate nitrate nitrite succinate fumarate2w 2e ixg no2w 2e no h20 rtl mv polling ci odli ac 2e",imageBased,NULL,"could bacterium obtain energy from succin electron donor and nitrate no3 as an electroi acceptor electron acceptor electron donor fumarate 2w 2e succinate no hp succinate fumarate nitrate nitrite succinate fumarate2w 2e ixg no2w 2e no h20 rtl mv polling ci odli ac 2e"
361820,68,t," Index 68",2695,NULL,11,i_1351.jpg,5030,2,"polling cl c02glucose electron acceptor electron donor mva c0241144e cho1 glucose from glu cose donor to acceptor from donor to co2 from donor to glu cose acceptor co2 donor to acceptor from glu cose donor to acceptor because the reduction of the pair is more negative than the ene rgy is rel eased as electrons flow l7",imageBased,NULL,"polling cl c02glucose electron acceptor electron donor mva c0241144e cho1 glucose from glu cose donor to acceptor from donor to co2 from donor to glu cose acceptor co2 donor to acceptor from glu cose donor to acceptor because the reduction of the pair is more negative than the ene rgy is rel eased as electrons flow l7"
361821,69,t," Index 69",2697,NULL,11,i_1352.jpg,5030,2,"electron acceptor electron donor co2 4114e ck01 glucose ho from glu cose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor cose 1ff rgy because the reduction of the c02glucose pair is more negative than the ene is released as electrons flow from glu ri nzj donor to acceptor",imageBased,NULL,"electron acceptor electron donor co2 4114e ck01 glucose ho from glu cose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor cose 1ff rgy because the reduction of the c02glucose pair is more negative than the ene is released as electrons flow from glu ri nzj donor to acceptor"
361822,70,t," Index 70",2699,NULL,11,i_1353.jpg,5030,80,"c02glucose redox redox pair multiple ch mva jle ltj from glucose donor to acceptor from donor to co2 from donor to glucose co2 donor to acceptor from glu because the reduction of the pair is more negative than the ene rgy isre eased as electrons flow electron acceptor electron donor c024114e ck01 glucose ho cose ri nzj donor to acceptor",imageBased,NULL,"c02glucose redox redox pair multiple ch mva jle ltj from glucose donor to acceptor from donor to co2 from donor to glucose co2 donor to acceptor from glu because the reduction of the pair is more negative than the ene rgy isre eased as electrons flow electron acceptor electron donor c024114e ck01 glucose ho cose ri nzj donor to acceptor"
361823,71,t," Index 71",2779,NULL,11,i_1393.jpg,5030,4,"because the reduction of the pair is more negative than the c024114e eased as electrons flow cose from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu cose donor to acceptor ene rgy isre c02glucose redox redox electron acceptor electron donor multiple ch cko1 glucose ho from glu mva oe donor to acceptor",imageBased,NULL,"because the reduction of the pair is more negative than the c024114e eased as electrons flow cose from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu cose donor to acceptor ene rgy isre c02glucose redox redox electron acceptor electron donor multiple ch cko1 glucose ho from glu mva oe donor to acceptor"
361824,72,t," Index 72",2783,NULL,11,i_1395.jpg,5030,2,"because the reduction of the pair is more negative than the electron acceptor electron donor c02glucose redox redox pair multiple choi co2 4114e cko1 glucose ho from glu cose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu ene rgy is released as electrons flow li cose ri nzj donor to acceptor",imageBased,NULL,"because the reduction of the pair is more negative than the electron acceptor electron donor c02glucose redox redox pair multiple choi co2 4114e cko1 glucose ho from glu cose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu ene rgy is released as electrons flow li cose ri nzj donor to acceptor"
361825,73,t," Index 73",2785,NULL,11,i_1396.jpg,5030,2,"from glucose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu rgy because the reduction of the c02glucose redox pair is more negative than the redox pair ene is released as electrons flow multiple choice electron acceptor electron donor mva co2 4e cko1 glucose ho respons cose ri nzj donor to acceptor",imageBased,NULL,"from glucose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu rgy because the reduction of the c02glucose redox pair is more negative than the redox pair ene is released as electrons flow multiple choice electron acceptor electron donor mva co2 4e cko1 glucose ho respons cose ri nzj donor to acceptor"
361826,74,t," Index 74",2787,NULL,11,i_1397.jpg,5030,24,"because the reduction of the pair is more negative than the c02glucose redox redox pair multiple choice responses from glu cose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu cose donor to acceptor ene rgy is released as electrons flow electron acceptor c024114e electron donor mva ck01 glucose ho",imageBased,NULL,"because the reduction of the pair is more negative than the c02glucose redox redox pair multiple choice responses from glu cose donor to acceptor from donor to co2 from donor to glucose acceptor co2 donor to acceptor from glu cose donor to acceptor ene rgy is released as electrons flow electron acceptor c024114e electron donor mva ck01 glucose ho"
361827,75,t," Index 75",2811,NULL,11,i_1409.jpg,5030,2,"because the reduction of the pair is more negative than the eased as electrons flow electron donor co2 4e glucose cose from donor to co2 from donor to glucose accep co2 donor to acceptor cose multiple choice responses q2j ene rgy isre electron acceptor c02glucose redox redox pair1 ia s0 mva from glu odiat2 as donor to acce from glu iii donor to acceptor",imageBased,NULL,"because the reduction of the pair is more negative than the eased as electrons flow electron donor co2 4e glucose cose from donor to co2 from donor to glucose accep co2 donor to acceptor cose multiple choice responses q2j ene rgy isre electron acceptor c02glucose redox redox pair1 ia s0 mva from glu odiat2 as donor to acce from glu iii donor to acceptor"
361828,76,t," Index 76",2813,NULL,11,i_1410.jpg,5030,4,"because the reduction of the pair is more negative than the eased as electrons flow electron donor co2 4e glucose cose from donor to co2 from donor to glucose acceptor co2 donor to acceptor cose responses countdown timer ene rgy isre electron acceptor c02glucose redox redox pair1 ia s0 mva from glu odiat2 as donor to acceptol from glu donor to acceptor",imageBased,NULL,"because the reduction of the pair is more negative than the eased as electrons flow electron donor co2 4e glucose cose from donor to co2 from donor to glucose acceptor co2 donor to acceptor cose responses countdown timer ene rgy isre electron acceptor c02glucose redox redox pair1 ia s0 mva from glu odiat2 as donor to acceptol from glu donor to acceptor"
361829,77,t," Index 77",2817,NULL,11,i_1412.jpg,5030,2,"because the reduction of the pair is more negative than the eased as electrons flow electron donor co2 4e glucose fe3 cose from donor to co2 from donor to glucose acceptor co2 donor to acceptor cose countdown timer ene rgy isre electron acceptor c02glucose redox redox pair1 ia s0 my from glu donor to acceptol from glu donor to acceptor",imageBased,NULL,"because the reduction of the pair is more negative than the eased as electrons flow electron donor co2 4e glucose fe3 cose from donor to co2 from donor to glucose acceptor co2 donor to acceptor cose countdown timer ene rgy isre electron acceptor c02glucose redox redox pair1 ia s0 my from glu donor to acceptol from glu donor to acceptor"
361830,78,t," Index 78",2819,NULL,11,i_1413.jpg,5030,2,"ia s0 because the reduction of the pair is more negative than the ene electron acceptor co2 4114e c02glucose redox redox pair rgy is released as electrons flow electron donor my glucose from glucose donor to acceptol from donor to co2 from fe donor to glucose accepto co2 donor to acceptor from glucose donor to acceptor",imageBased,NULL,"ia s0 because the reduction of the pair is more negative than the ene electron acceptor co2 4114e c02glucose redox redox pair rgy is released as electrons flow electron donor my glucose from glucose donor to acceptol from donor to co2 from fe donor to glucose accepto co2 donor to acceptor from glucose donor to acceptor"
361831,79,t," Index 79",2821,NULL,11,i_1414.jpg,5030,2,"because the reduction of the pair is more negative than the ene rgy isre electron acceptor co2 4114e from glu eased cose c02glucose redox redox pair as electrons flow electron donor glucose mva donor to acceptor from donor to co2 countdown lilt from donor to glucose acceptor co2 donor to acceptor from glu cose donor to acceptor ia s0",imageBased,NULL,"because the reduction of the pair is more negative than the ene rgy isre electron acceptor co2 4114e from glu eased cose c02glucose redox redox pair as electrons flow electron donor glucose mva donor to acceptor from donor to co2 countdown lilt from donor to glucose acceptor co2 donor to acceptor from glu cose donor to acceptor ia s0"
