id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
356977,28,t," Index 28",437,NULL,2,i_0222.jpg,4954,2,"glucose 6carbon nad atp nadh glycolysis fermentation krebs cycle pyruvate oxidation elect ron tra sp rt pyruvate nadh acetylcoa glucose pyruvate acetyl coa co2 glycolysis cellular respiration pyruvate fermentation small acids organic alcohols electron transport chain proton pumping atpase atps formed pyruvate 3carbon co2 krebs cycle ii atp nadh fadh2 atp nadh",imageBased,NULL,"glucose 6carbon nad atp nadh glycolysis fermentation krebs cycle pyruvate oxidation elect ron tra sp rt pyruvate nadh acetylcoa glucose pyruvate acetyl coa co2 glycolysis cellular respiration pyruvate fermentation small acids organic alcohols electron transport chain proton pumping atpase atps formed pyruvate 3carbon co2 krebs cycle ii atp nadh fadh2 atp nadh"
356978,29,t," Index 29",439,NULL,2,i_0223.jpg,4954,96,"glucose 6carbon atp nadh glycolysis fermentation krebs cycle pyruvate oxidation electron transport chain pyruvate acetylcoa glucose pyruvate acetyl coa co2 glycolysis cellular respiration pyruvate nad fermentation small acids organic alcohols relectron chain proton pumping atpase atps formed pyruvate 3carbon co2 nadh krebs cycle atp nadh fadh2 atp nadh fadh2",imageBased,NULL,"glucose 6carbon atp nadh glycolysis fermentation krebs cycle pyruvate oxidation electron transport chain pyruvate acetylcoa glucose pyruvate acetyl coa co2 glycolysis cellular respiration pyruvate nad fermentation small acids organic alcohols relectron chain proton pumping atpase atps formed pyruvate 3carbon co2 nadh krebs cycle atp nadh fadh2 atp nadh fadh2"
356979,30,i," Index 30",535,NULL,3,i_0271.jpg,4954,132,"acenaphthene catabolism of aromatic compounds benzofluoranthene lignin benzopyrene c40 anthracene",imageBased,NULL,"acenaphthene catabolism of aromatic compounds benzofluoranthene lignin benzopyrene c40 anthracene"
356980,31,t," Index 31",667,NULL,3,i_0337.jpg,4954,4,"many carbon sources for microbes contain benzene rings aromatic lignin petroleum products dyes paints etc many are pollutants aromatic compounds difficult to degrade due to stability of benzene ring are catabolized slowly can occur aerobically or anaerobically toluene sc0 2chlorobenzoate aniline nitrobenzene many aromatic pathways exist on plasmids in bacteria",imageBased,NULL,"many carbon sources for microbes contain benzene rings aromatic lignin petroleum products dyes paints etc many are pollutants aromatic compounds difficult to degrade due to stability of benzene ring are catabolized slowly can occur aerobically or anaerobically toluene sc0 2chlorobenzoate aniline nitrobenzene many aromatic pathways exist on plasmids in bacteria"
356981,32,t," Index 32",671,NULL,3,i_0339.jpg,4954,148,"many carbon sources for microbes contain benzene rings aromatic lignin petroleum products aromatic compounds difficult to ring are catabolized slowly due to aerobically or benzoate and catechol avea central roles in aromatic catabolism dyes paints etc many degrade are pollutants can occu stability of benzene anaerobically many aromatic pathways exist on plasmids in bacteria toluene 2chlorobenzoate aniline nitrobenzene 2chlorobenzoate aniline 2dioxygenase dioxygenase itrobenzene 2dioxygenase benzoate dioxygenase oh catechol 12dioxygenase benzoate catechol ds cismuconate",imageBased,NULL,"many carbon sources for microbes contain benzene rings aromatic lignin petroleum products aromatic compounds difficult to ring are catabolized slowly due to aerobically or benzoate and catechol avea central roles in aromatic catabolism dyes paints etc many degrade are pollutants can occu stability of benzene anaerobically many aromatic pathways exist on plasmids in bacteria toluene 2chlorobenzoate aniline nitrobenzene 2chlorobenzoate aniline 2dioxygenase dioxygenase itrobenzene 2dioxygenase benzoate dioxygenase oh catechol 12dioxygenase benzoate catechol ds cismuconate"
356982,33,t," Index 33",819,NULL,3,i_0413.jpg,4954,18,"dioxygenase enzymes add oxygen atoms to the benzene ring in molecule ring cleavage facilitates catabolism of catechol oh 2dioxygenase tca catechol subsequent catechol catechol cho cis cismuconate acetylcoa succinylcoa oh ch2 h3c h3c ho ch3 pyruvate acetaldehyde",imageBased,NULL,"dioxygenase enzymes add oxygen atoms to the benzene ring in molecule ring cleavage facilitates catabolism of catechol oh 2dioxygenase tca catechol subsequent catechol catechol cho cis cismuconate acetylcoa succinylcoa oh ch2 h3c h3c ho ch3 pyruvate acetaldehyde"
356983,34,t," Index 34",837,NULL,3,i_0422.jpg,4954,62,"dioxygenase enzymes add oxygen atoms to the benzene ring in catechol subsequent ring cleavage facilitates catabolism of molecule go catechol oh 2dioxygenase tca end products of this aromatic catabolic pathway to the tca cycle carried out by pseudomonas rhodococcus species catechol catechol cho cis cismuconate acetylcoa succinylcoa oh ch2 h3c h3c ho ch3 pyruvate acetaldehyde",imageBased,NULL,"dioxygenase enzymes add oxygen atoms to the benzene ring in catechol subsequent ring cleavage facilitates catabolism of molecule go catechol oh 2dioxygenase tca end products of this aromatic catabolic pathway to the tca cycle carried out by pseudomonas rhodococcus species catechol catechol cho cis cismuconate acetylcoa succinylcoa oh ch2 h3c h3c ho ch3 pyruvate acetaldehyde"
356984,35,i," Index 35",899,NULL,4,i_0453.jpg,4954,6,"summary parts and organization of metabolism cata bolism na bolism bioenergetics principles thermodynamic concepts free energy ag enthalpy tsh entropy tss function structure role of energy carriers in metabolism atr nadh fadh2 nadph gain of energy by bacteria archaea organotrophy lithotrophy catabolic pathways glucose catabolism emp ed pps pathways fermentation tca cycle clicker question next catabolism of aromatic compounds",imageBased,NULL,"summary parts and organization of metabolism cata bolism na bolism bioenergetics principles thermodynamic concepts free energy ag enthalpy tsh entropy tss function structure role of energy carriers in metabolism atr nadh fadh2 nadph gain of energy by bacteria archaea organotrophy lithotrophy catabolic pathways glucose catabolism emp ed pps pathways fermentation tca cycle clicker question next catabolism of aromatic compounds"
356985,36,t," Index 36",905,NULL,4,i_0456.jpg,4954,44,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp none of the above are true",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp none of the above are true"
356986,37,t," Index 37",949,NULL,4,i_0478.jpg,4954,4,"adpp atp pick the true statement process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds close polling pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp none of the above are true pm",imageBased,NULL,"adpp atp pick the true statement process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds close polling pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp none of the above are true pm"
356987,38,t," Index 38",953,NULL,4,i_0480.jpg,4954,2,"pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process atp nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is to facilitate oxidation of aromatic compot pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp none of the above are true pm",imageBased,NULL,"pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process atp nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is to facilitate oxidation of aromatic compot pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp none of the above are true pm"
356988,39,t," Index 39",955,NULL,4,i_0481.jpg,4954,2,"pick the true statement adp is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the polling multiple choice responses for each mole of glu the krebs cycle yields 1atp channe none of process atp to facilitate oxidation of arom pyruvate becomes oxidized di cose are pm",imageBased,NULL,"pick the true statement adp is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the polling multiple choice responses for each mole of glu the krebs cycle yields 1atp channe none of process atp to facilitate oxidation of arom pyruvate becomes oxidized di cose are pm"
356989,40,t," Index 40",957,NULL,4,i_0482.jpg,4954,40,"adpp atp pick the true statement process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pollingmu pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp cha pm",imageBased,NULL,"adpp atp pick the true statement process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pollingmu pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp cha pm"
356990,41,t," Index 41",997,NULL,4,i_0502.jpg,4954,2,"pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds atp pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp cme ahoy are cha",imageBased,NULL,"pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds atp pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp cme ahoy are cha"
356991,42,t," Index 42",999,NULL,4,i_0503.jpg,4954,2,"pick the true statement is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis respiration in the absence of oxygen process adpp atp fermentation phosphorylation of the to facilitate oxidation of aromatic benzene ring is needed compd pyruvate becomes oxidized during glycol ii for each mole of glu polling multiple choice cose catabolized the krebs cycle yields atp respor one of the above are channel 248pm",imageBased,NULL,"pick the true statement is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis respiration in the absence of oxygen process adpp atp fermentation phosphorylation of the to facilitate oxidation of aromatic benzene ring is needed compd pyruvate becomes oxidized during glycol ii for each mole of glu polling multiple choice cose catabolized the krebs cycle yields atp respor one of the above are channel 248pm"
356992,43,t," Index 43",1001,NULL,4,i_0504.jpg,4954,2,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds polling multiph pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp esas ii pm i312o19 ye",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds polling multiph pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp esas ii pm i312o19 ye"
356993,44,t," Index 44",1003,NULL,4,i_0505.jpg,4954,6,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compoundsi pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp ahonveafe polling multiple re bchann",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compoundsi pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp ahonveafe polling multiple re bchann"
356994,45,t," Index 45",1009,NULL,4,i_0508.jpg,4954,2,"atp polling multiple choice resp pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycoly for each mole of glucose catabolized the krebs cycle yields atp none of the above are true channel pm",imageBased,NULL,"atp polling multiple choice resp pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycoly for each mole of glucose catabolized the krebs cycle yields atp none of the above are true channel pm"
356995,46,t," Index 46",1011,NULL,4,i_0509.jpg,4954,4,"pick the true statement is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compoui pyruvate becomes oxidized during for each mole of glucose catabolized the krebs cycle yields atp earet cj process adpp atp fermentation polling multiple choice res channel",imageBased,NULL,"pick the true statement is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compoui pyruvate becomes oxidized during for each mole of glucose catabolized the krebs cycle yields atp earet cj process adpp atp fermentation polling multiple choice res channel"
356996,47,t," Index 47",1015,NULL,4,i_0511.jpg,4954,2,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to fa it ate cxi of ro at polling multiple choice pyruvate becomes oxidized during responses for each mole of glucose the krebs cycle yields atp c4 ii ii pm i312o19",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to fa it ate cxi of ro at polling multiple choice pyruvate becomes oxidized during responses for each mole of glucose the krebs cycle yields atp c4 ii ii pm i312o19"
356997,48,t," Index 48",1017,NULL,4,i_0512.jpg,4954,6,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed ciwice pyruvate becomes oxidized during responses foreach mole of glucose the krebs cycle yields atp ii ii noneoftheabovearetrue",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed ciwice pyruvate becomes oxidized during responses foreach mole of glucose the krebs cycle yields atp ii ii noneoftheabovearetrue"
356998,49,t," Index 49",1023,NULL,4,i_0515.jpg,4954,2,"pick the true statement is coupled to the process of atp formation a4b is an catabolic respiration in the absence of oxygen to facilitate oxidation of aromatic pyruvate becomes oxidized during for each mole of glu the krebs cycle yields cose cataboliz atp ii none of the above are true process countdown timer nadh serves as the source of fermentation phosphorylation of th benzene ring is needed polling multiple choice responses",imageBased,NULL,"pick the true statement is coupled to the process of atp formation a4b is an catabolic respiration in the absence of oxygen to facilitate oxidation of aromatic pyruvate becomes oxidized during for each mole of glu the krebs cycle yields cose cataboliz atp ii none of the above are true process countdown timer nadh serves as the source of fermentation phosphorylation of th benzene ring is needed polling multiple choice responses"
356999,50,t," Index 50",1025,NULL,4,i_0516.jpg,4954,2,"pick the true statement adp is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electr respiration ifl the to facilitate oxidation of aromatic pyruvate becomes oxidized during countdown timer the krebs cycle yields atp ri process atp fermentation phosphorylation of th ill benzene iii for each mole of glu cose ir en cataboliz responses of the shove are pm",imageBased,NULL,"pick the true statement adp is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electr respiration ifl the to facilitate oxidation of aromatic pyruvate becomes oxidized during countdown timer the krebs cycle yields atp ri process atp fermentation phosphorylation of th ill benzene iii for each mole of glu cose ir en cataboliz responses of the shove are pm"
357000,51,t," Index 51",1027,NULL,4,i_0517.jpg,4954,2,"pick the true statement is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for respiration in the absence to facilitate oxidation of aromati pyruvate becomes oxidized during for each mole of glucose cataboliz the krebs cycle yields atp ri process adpp atp fermentation phosphorylation of th benzene ring is need rn polling en of the shove are pm",imageBased,NULL,"pick the true statement is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for respiration in the absence to facilitate oxidation of aromati pyruvate becomes oxidized during for each mole of glucose cataboliz the krebs cycle yields atp ri process adpp atp fermentation phosphorylation of th benzene ring is need rn polling en of the shove are pm"
357001,52,t," Index 52",1029,NULL,4,i_0518.jpg,4954,2,"pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process fermentation is respiration in the absence of oxygen phosphorylation of the to facilitate oxidation of aromatic for each mole of glu the krebs cycle yields atp fli jiic multiple choice chann responses atp nadh serves as the source of electrons for glycolysis benzene ring is needed pyruvate becomes oxidized during cose en cataboliz li of the shove are",imageBased,NULL,"pick the true statement adp process is coupled to the process of atp formation a4b is an catabolic process fermentation is respiration in the absence of oxygen phosphorylation of the to facilitate oxidation of aromatic for each mole of glu the krebs cycle yields atp fli jiic multiple choice chann responses atp nadh serves as the source of electrons for glycolysis benzene ring is needed pyruvate becomes oxidized during cose en cataboliz li of the shove are"
357002,53,t," Index 53",1031,NULL,4,i_0519.jpg,4954,2,"pick the true statement adp is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen polling multiple choice process atp phosphorylation of the to facilitate oxidation of aromatic benzene ring is needed pyruvate becomes oxidized during for each mole of glu cose cataboliz responses flmer the krebs cycle yields atph zn ncme of",imageBased,NULL,"pick the true statement adp is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen polling multiple choice process atp phosphorylation of the to facilitate oxidation of aromatic benzene ring is needed pyruvate becomes oxidized during for each mole of glu cose cataboliz responses flmer the krebs cycle yields atph zn ncme of"
357003,54,t," Index 54",1033,NULL,4,i_0520.jpg,4954,2,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxyg phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp polling cha countdown timer",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxyg phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis for each mole of glucose catabolized the krebs cycle yields atp polling cha countdown timer"
357004,55,t," Index 55",1035,NULL,4,i_0521.jpg,4954,2,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis countdown timer for each mole of glucose catabolized the krebs cycle yields atp ye",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis countdown timer for each mole of glucose catabolized the krebs cycle yields atp ye"
357005,56,t," Index 56",1037,NULL,4,i_0522.jpg,4954,2,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis countdown timer for each mole of glucose catabolized the krebs cycle yields atp1",imageBased,NULL,"pick the true statement adp atp process is coupled to the process of atp formation a4b is an catabolic process nadh serves as the source of electrons for glycolysis fermentation is respiration in the absence of oxygen phosphorylation of the benzene ring is needed to facilitate oxidation of aromatic compounds pyruvate becomes oxidized during glycolysis countdown timer for each mole of glucose catabolized the krebs cycle yields atp1"
