id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
300531,46,i," Index 46",2075,NULL,8,i_1041.jpg,4618,2,"are hawaiian basa its an extrusive or intrusive rock extrusive intrusive show percentages hide graph condense text text choice to eg showfkde student responses zoom ii pause correct",imageBased,NULL,"are hawaiian basa its an extrusive or intrusive rock extrusive intrusive show percentages hide graph condense text text choice to eg showfkde student responses zoom ii pause correct"
300532,47,t," Index 47",2077,NULL,8,i_1042.jpg,4618,46,"are hawaiian basalts an extrusive or intrusive rock extrusive intrusive show percentages hide graph condense text 1r zoom resume showhid correct responses",imageBased,NULL,"are hawaiian basalts an extrusive or intrusive rock extrusive intrusive show percentages hide graph condense text 1r zoom resume showhid correct responses"
300533,48,t," Index 48",2123,NULL,8,i_1065.jpg,4618,2,"basalts an extrusive or intrusive rock extrusive intrusive showhide studqnt respon ill respqnses show percentages hide graph condense text resume correct",imageBased,NULL,"basalts an extrusive or intrusive rock extrusive intrusive showhide studqnt respon ill respqnses show percentages hide graph condense text resume correct"
300534,49,t," Index 49",2125,NULL,8,i_1066.jpg,4618,2,"are hawaiian basalts an extrusive or intrusive rock extrusive intrusive zoom showhde stucknt respon iii resume correct",imageBased,NULL,"are hawaiian basalts an extrusive or intrusive rock extrusive intrusive zoom showhde stucknt respon iii resume correct"
300535,50,t," Index 50",2127,NULL,8,i_1067.jpg,4618,8,"basalts an extrusive or intrusive rock il4 extrusive intrusive zoom ii responses",imageBased,NULL,"basalts an extrusive or intrusive rock il4 extrusive intrusive zoom ii responses"
300536,51,t," Index 51",2135,NULL,8,i_1071.jpg,4618,2,"are hawaiian basa its an extrusive or intrusive rock extrusive intrusive start answering text choice to eg ii pause correct responses",imageBased,NULL,"are hawaiian basa its an extrusive or intrusive rock extrusive intrusive start answering text choice to eg ii pause correct responses"
300537,52,t," Index 52",2137,NULL,8,i_1072.jpg,4618,8,"are hawaiian basalts an extrusive or intrusive rock extrusive intrusive text choice to eg zoom ii pause correct responses",imageBased,NULL,"are hawaiian basalts an extrusive or intrusive rock extrusive intrusive text choice to eg zoom ii pause correct responses"
300538,53,t," Index 53",2145,NULL,8,i_1076.jpg,4618,80,"feldspar quartz granite is felsic coarsegrained igneous rock composed of light colored silicatesquartz and potassium feldspar pyroxe ne black basalt is finegrained mafic igneous rock containing substantial amounts of dark colored silicates and plagioclase feldspar mica feldspar feldspar white li",imageBased,NULL,"feldspar quartz granite is felsic coarsegrained igneous rock composed of light colored silicatesquartz and potassium feldspar pyroxe ne black basalt is finegrained mafic igneous rock containing substantial amounts of dark colored silicates and plagioclase feldspar mica feldspar feldspar white li"
300539,54,t," Index 54",2225,NULL,8,i_1116.jpg,4618,28,"glassy texture composed of unordered atoms and resembles dark manufactured glass obsidian is natural glass that usually forms when highly silicarich magmas solidify",imageBased,NULL,"glassy texture composed of unordered atoms and resembles dark manufactured glass obsidian is natural glass that usually forms when highly silicarich magmas solidify"
300540,55,t," Index 55",2253,NULL,8,i_1130.jpg,4618,52,"porphyritic texture composed of two distinctly different crystal sizes",imageBased,NULL,"porphyritic texture composed of two distinctly different crystal sizes"
300541,56,t," Index 56",2305,NULL,8,i_1156.jpg,4618,6,"phaneritic coarsegrained texture composed of mineral grains that are large enough to be identified without microscope",imageBased,NULL,"phaneritic coarsegrained texture composed of mineral grains that are large enough to be identified without microscope"
300542,57,t," Index 57",2311,NULL,8,i_1159.jpg,4618,30,"endesc phaneritic coarsegrained texture composed of mineral grains that are large enough to be identified without",imageBased,NULL,"endesc phaneritic coarsegrained texture composed of mineral grains that are large enough to be identified without"
300543,58,t," Index 58",2341,NULL,8,i_1174.jpg,4618,26,"4lfr quartz",imageBased,NULL,"4lfr quartz"
300544,59,t," Index 59",2367,NULL,8,i_1187.jpg,4618,42,"endesc 1r zoom",imageBased,NULL,"endesc 1r zoom"
300545,60,i," Index 60",2409,NULL,9,i_1208.jpg,4618,189,"vesicular texture extrusive rock containing voids left by gas bubbles that escape as lava solidifies pumice is frothy volcanic glass that displays vesicular texture sr",imageBased,NULL,"vesicular texture extrusive rock containing voids left by gas bubbles that escape as lava solidifies pumice is frothy volcanic glass that displays vesicular texture sr"
